Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Left.ElbowFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.ElbowPronation.Pos,Main.HumanModel.BodyModel.Interface.Left.WristFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.WristAbduction.Pos
  1.700000000000000e+00, -2.394736597979352e+00,  2.706742598709878e-01, -1.433966361775708e+00,  2.891819588903747e-01,  7.144521873042635e-01,  2.063027553837742e-01, -4.695212819287800e-01,  2.977240135351422e-01, -3.747863145848616e-02,  8.785381254612198e-01,  5.989797661320909e-01, -1.047991568949573e-01,  4.252075868295814e-02
  1.710000000000000e+00, -2.397100820181343e+00,  2.666251685096764e-01, -1.440377017832625e+00,  2.855944434055323e-01,  7.146854013675544e-01,  2.064016216577501e-01, -4.747595438062966e-01,  3.000373065853403e-01, -5.055996516515195e-02,  8.600863643528995e-01,  5.909392080668153e-01, -1.114575483547422e-01,  4.177060569669052e-02
  1.720000000000000e+00, -2.399588697367383e+00,  2.624778033999980e-01, -1.446728697062244e+00,  2.820076299402740e-01,  7.149371526367735e-01,  2.064910069409451e-01, -4.796643536446633e-01,  3.024625365175895e-01, -6.306846726880279e-02,  8.398319544213320e-01,  5.834252735597042e-01, -1.184614568910407e-01,  4.084584673726722e-02
  1.730000000000000e+00, -2.402281612181459e+00,  2.581846604844176e-01, -1.453006387732752e+00,  2.783928776783842e-01,  7.152079309714036e-01,  2.065724085263585e-01, -4.841172991108350e-01,  3.049578088516140e-01, -7.497836642645994e-02,  8.179749523704263e-01,  5.768244508513596e-01, -1.256809287278415e-01,  3.979667189477732e-02
  1.740000000000000e+00, -2.405217954501905e+00,  2.537163168486427e-01, -1.459210616808943e+00,  2.747353236625626e-01,  7.154991745732425e-01,  2.066459608948827e-01, -4.880287717864736e-01,  3.074982198084705e-01, -8.634283536062463e-02,  7.947531697576393e-01,  5.713548409753653e-01, -1.330340608785083e-01,  3.868013714789494e-02
  1.750000000000000e+00, -2.408401199432308e+00,  2.490618889827389e-01, -1.465347158246052e+00,  2.710336400331442e-01,  7.158125940857433e-01,  2.067107986763438e-01, -4.913355959920343e-01,  3.100613548036479e-01, -9.727701127739363e-02,  7.704412780146082e-01,  5.669972694704782e-01, -1.404800313683661e-01,  3.754842143376521e-02
  1.760000000000000e+00, -2.411818072713903e+00,  2.442247676734149e-01, -1.471412584126834e+00,  2.672971131494934e-01,  7.161493704700085e-01,  2.067656604436664e-01, -4.939954743182410e-01,  3.126094650196712e-01, -1.079350299372560e-01,  7.453494993160753e-01,  5.634659549866693e-01, -1.480068102624286e-01,  3.643815061021948e-02
  1.770000000000000e+00, -2.415456859100115e+00,  2.392149495859489e-01, -1.477386387441455e+00,  2.635403848194042e-01,  7.165097244798119e-01,  2.068094475799741e-01, -4.959774132392180e-01,  3.150786646055803e-01, -1.184880311806410e-01,  7.198169721266581e-01,  5.602793143390901e-01, -1.556200667309620e-01,  3.536772842621042e-02
  1.780000000000000e+00, -2.419315594990179e+00,  2.340411762105276e-01, -1.483237170564487e+00,  2.597774928638963e-01,  7.168932053643253e-01,  2.068414470032666e-01, -4.972522142513239e-01,  3.173838325658941e-01, -1.291070229879789e-01,  6.941954566419879e-01,  5.569221889196101e-01, -1.633272685218707e-01,  3.434390537035284e-02
  1.790000000000000e+00, -2.423409538328706e+00,  2.287052869738544e-01, -1.488923382187971e+00,  2.560185384876570e-01,  7.172988826612754e-01,  2.068614443767752e-01, -4.977878233855902e-01,  3.194208315621104e-01, -1.399514037981998e-01,  6.688310600343731e-01,  5.529523228117916e-01, -1.711232327264625e-01,  3.336840660052758e-02
  1.800000000000000e+00, -2.427753096639902e+00,  2.232038154889639e-01, -1.494416042406606e+00,  2.522689636122645e-01,  7.177263537421320e-01,  2.068692286772621e-01, -4.975565100017159e-01,  3.210949348494971e-01, -1.511586266296140e-01,  6.440416638257397e-01,  5.480763671713141e-01, -1.789629614667323e-01,  3.244325079530419e-02
  1.810000000000000e+00, -2.432360809016546e+00,  2.175299452000364e-01, -1.499692216047551e+00,  2.485316867342084e-01,  7.181755265268063e-01,  2.068645750367153e-01, -4.965401818132281e-01,  3.223214379225385e-01, -1.628377735510255e-01,  6.201060388345453e-01,  5.421111194893462e-01, -1.867595426758757e-01,  3.157031931733998e-02
  1.820000000000000e+00, -2.437239685905864e+00,  2.116779721836591e-01, -1.504736805436728e+00,  2.448096085972235e-01,  7.186465894145945e-01,  2.068471000047570e-01, -4.947370970348712e-01,  3.230366477611427e-01, -1.750647661634011e-01,  5.972531207506291e-01,  5.349752834273950e-01, -1.943861192380192e-01,  3.075152688859954e-02
  1.830000000000000e+00, -2.442386745527603e+00,  2.056478715879831e-01, -1.509537159720893e+00,  2.411084401216050e-01,  7.191395600729519e-01,  2.068163240958397e-01, -4.921668036110439e-01,  3.232041648223772e-01, -1.878807281658175e-01,  5.756538165037780e-01,  5.266834077868436e-01, -2.016862473041121e-01,  2.998770189564054e-02
  1.840000000000000e+00, -2.447793253472162e+00,  1.994476406977627e-01, -1.514072772680868e+00,  2.374384350932174e-01,  7.196535957687692e-01,  2.067719371961330e-01, -4.888723826782218e-01,  3.228071062044551e-01, -2.012911956031608e-01,  5.554195713833875e-01,  5.172969261491852e-01, -2.084959425774879e-01,  2.927515124804937e-02
  1.850000000000000e+00, -2.453422977144010e+00,  1.930999774139566e-01, -1.518337286783225e+00,  2.338150136884499e-01,  7.201875124645954e-01,  2.067134740461506e-01, -4.849207248947126e-01,  3.218947501113580e-01, -2.152687592832914e-01,  5.365802036740744e-01,  5.070665272529138e-01, -2.146498860474717e-01,  2.861836494889202e-02
  1.860000000000000e+00, -2.459254657832796e+00,  1.866336492549861e-01, -1.522292036525439e+00,  2.302579446156355e-01,  7.207378537804565e-01,  2.066414348477097e-01, -4.803980055167956e-01,  3.204759326282304e-01, -2.297562938484679e-01,  5.191369425310696e-01,  4.960483426250947e-01, -2.200421730765143e-01,  2.800304186154983e-02
  1.870000000000000e+00, -2.465238004331124e+00,  1.800927646452151e-01, -1.525917973413015e+00,  2.267904170618417e-01,  7.213006781320515e-01,  2.065563702848862e-01, -4.754066241398111e-01,  3.186155559110019e-01, -2.446783213848501e-01,  5.030324526638805e-01,  4.844214136642363e-01, -2.246020784304594e-01,  2.741969604591256e-02
  1.880000000000000e+00, -2.471317432551303e+00,  1.735286147835685e-01, -1.529197147331159e+00,  2.234361815705012e-01,  7.218710275129849e-01,  2.064593684804257e-01, -4.700577232329405e-01,  3.163804592969963e-01, -2.599475714451329e-01,  4.881889550882695e-01,  4.722967665902539e-01, -2.283243483526571e-01,  2.685027502681503e-02
  1.890000000000000e+00, -2.477430038799681e+00,  1.669964650089514e-01, -1.532123338390399e+00,  2.202169190405004e-01,  7.224436335975952e-01,  2.063518446892172e-01, -4.644649731717750e-01,  3.138460877487730e-01, -2.754708737574006e-01,  4.745165033187467e-01,  4.597490358882937e-01, -2.312705835843725e-01,  2.627291667680957e-02
  1.900000000000000e+00, -2.483508851699789e+00,  1.605515847198406e-01, -1.534705001900106e+00,  2.171503560367997e-01,  7.230134007859342e-01,  2.062354018973596e-01, -4.587394052910321e-01,  3.110933329623987e-01, -2.911526063821099e-01,  4.619201883460806e-01,  4.468228894126402e-01, -2.335631542646048e-01,  2.566671126270611e-02
  1.910000000000000e+00, -2.489488647830197e+00,  1.542449141116748e-01, -1.536963737149836e+00,  2.142489785413565e-01,  7.235757640177881e-01,  2.061117182107225e-01, -4.529852230043855e-01,  3.082044148232705e-01, -3.068969534439765e-01,  4.503041194747600e-01,  4.335444939054958e-01, -2.353680675440823e-01,  2.501692202831746e-02
  1.920000000000000e+00, -2.495313081442827e+00,  1.481184426122767e-01, -1.538930044491297e+00,  2.115191453993076e-01,  7.241269767099483e-01,  2.059824435894286e-01, -4.472968771733984e-01,  3.052572225363716e-01, -3.226100661417028e-01,  4.395759612948867e-01,  4.199318708750170e-01, -2.368722978784334e-01,  2.431750370824283e-02
  1.930000000000000e+00, -2.500940320260901e+00,  1.422016488381916e-01, -1.540638547839273e+00,  2.089608701221187e-01,  7.246643182377056e-01,  2.058490945460414e-01, -4.417570833457864e-01,  3.023190817373974e-01, -3.382026402664835e-01,  4.296524840955780e-01,  4.060036601299441e-01, -2.382574811467710e-01,  2.357062723782635e-02
  1.940000000000000e+00, -2.506346409420877e+00,  1.365099872168591e-01, -1.542122635636383e+00,  2.065685126636507e-01,  7.251861093945214e-01,  2.057129944934386e-01, -4.364361986070160e-01,  2.994360060409653e-01, -3.535922562075170e-01,  4.204681955882710e-01,  3.917639799902126e-01, -2.396744903350081e-01,  2.278279585101255e-02
  1.950000000000000e+00, -2.511521384063855e+00,  1.310464142404998e-01, -1.543415661797625e+00,  2.043319608946464e-01,  7.256918068628868e-01,  2.055751356401938e-01, -4.313816809335436e-01,  2.966541733631184e-01, -3.687094420830513e-01,  4.119581194616050e-01,  3.773691080500288e-01, -2.412010425778861e-01,  2.197405170622859e-02
  1.960000000000000e+00, -2.516475722490994e+00,  1.258031883435115e-01, -1.544534944603587e+00,  2.022392138840478e-01,  7.261810874241847e-01,  2.054365206012675e-01, -4.266319343384511e-01,  2.939721199686024e-01, -3.834924058429808e-01,  4.040880224943536e-01,  3.628882771967287e-01, -2.428605179167813e-01,  2.115669515633177e-02
  1.970000000000000e+00, -2.521235644331534e+00,  1.207662409602441e-01, -1.545480218789578e+00,  2.002784033635502e-01,  7.266534290104872e-01,  2.052982646348291e-01, -4.222149657251280e-01,  2.913587074445350e-01, -3.978880858776579e-01,  3.968393391732590e-01,  3.483892264458826e-01, -2.446147944732395e-01,  2.033946187256441e-02
  1.980000000000000e+00, -2.525827851430472e+00,  1.159219768339070e-01, -1.546246663810507e+00,  1.984391804502330e-01,  7.271082401470924e-01,  2.051614291950615e-01, -4.181435320965904e-01,  2.887955034031250e-01, -4.118522279359823e-01,  3.901795410149628e-01,  3.340930129174597e-01, -2.463507491257455e-01,  1.953971727886524e-02
  1.990000000000000e+00, -2.530282959700032e+00,  1.112576776347428e-01, -1.546818613125426e+00,  1.967132539622905e-01,  7.275444344598158e-01,  2.050272284334737e-01, -4.144307476565853e-01,  2.862456602508858e-01, -4.253456441965272e-01,  3.840903471403211e-01,  3.201550333261260e-01, -2.479316833692382e-01,  1.876749291623011e-02
  2.000000000000000e+00, -2.534628490725209e+00,  1.067636487611298e-01, -1.547178003018281e+00,  1.950942637184065e-01,  7.279606717198593e-01,  2.048969006105988e-01, -4.110977308067046e-01,  2.836545365088521e-01, -4.383322922813538e-01,  3.785722340955806e-01,  3.065998654165384e-01, -2.492323988914702e-01,  1.802249981438563e-02
  2.010000000000000e+00, -2.538877350084479e+00,  1.024355146523068e-01, -1.547320812252042e+00,  1.935770069395254e-01,  7.283560482228318e-01,  2.047713624877534e-01, -4.081602617189168e-01,  2.809971257304767e-01, -4.507861236967066e-01,  3.736094686397682e-01,  2.935579608371244e-01, -2.501204611748920e-01,  1.731176013167027e-02
  2.020000000000000e+00, -2.543035514576399e+00,  9.827358065469624e-02, -1.547245874436514e+00,  1.921580096368988e-01,  7.287294964595917e-01,  2.046515130568235e-01, -4.056432978221569e-01,  2.782425866087187e-01, -4.626895875286393e-01,  3.691992290332372e-01,  2.810713605583077e-01, -2.505014421948737e-01,  1.663449449992897e-02
  2.030000000000000e+00, -2.547095875625712e+00,  9.428543280931327e-02, -1.546961813255478e+00,  1.908356780823704e-01,  7.290799131753503e-01,  2.045381488786885e-01, -4.035685404238449e-01,  2.753897188747261e-01, -4.740394420283437e-01,  3.653242149322726e-01,  2.692993016609360e-01, -2.502830911078961e-01,  1.599754042542435e-02
  2.040000000000000e+00, -2.551046160440240e+00,  9.048677404059967e-02, -1.546472738465253e+00,  1.896116136134070e-01,  7.294052266979483e-01,  2.044324138860038e-01, -4.019720793240462e-01,  2.724230071271380e-01, -4.848405036399910e-01,  3.619843477717236e-01,  2.582857137270241e-01, -2.494143225756269e-01,  1.539839700353729e-02
  2.050000000000000e+00, -2.554862379886645e+00,  8.690445858784003e-02, -1.545785262828953e+00,  1.884908541438626e-01,  7.297024720988017e-01,  2.043357421883410e-01, -4.008944617141985e-01,  2.693381297667616e-01, -4.951043178732463e-01,  3.591700108983423e-01,  2.481027202475527e-01, -2.478572883945291e-01,  1.483737360162525e-02
  2.060000000000000e+00, -2.558510066974230e+00,  8.357491223254904e-02, -1.544909790107598e+00,  1.874810945549689e-01,  7.299679787427257e-01,  2.042498029642532e-01, -4.003766369180141e-01,  2.661388408011394e-01, -5.048421926512582e-01,  3.568627949091374e-01,  2.388120728090156e-01, -2.455959052101362e-01,  1.431610838898533e-02
  2.070000000000000e+00, -2.561946448513178e+00,  8.053785072798338e-02, -1.543867567418885e+00,  1.865900307075497e-01,  7.301983689049626e-01,  2.041760989418147e-01, -4.004409469872416e-01,  2.628495146604375e-01, -5.140588988493277e-01,  3.550280758897506e-01,  2.305014028695206e-01, -2.426295166073225e-01,  1.384080942394815e-02
  2.080000000000000e+00, -2.565131590449363e+00,  7.782518651161345e-02, -1.542689109293842e+00,  1.858220628477877e-01,  7.303915627585726e-01,  2.041156002479668e-01, -4.010806274796515e-01,  2.594914928022654e-01, -5.227401135507480e-01,  3.536391538997614e-01,  2.231104323508259e-01, -2.390122138987694e-01,  1.340790487110634e-02
  2.090000000000000e+00, -2.568025035517298e+00,  7.545135907316734e-02, -1.541435135077338e+00,  1.851738018725413e-01,  7.305489947983568e-01,  2.040677520974041e-01, -4.022157581273162e-01,  2.561358128102652e-01, -5.308490346564320e-01,  3.526374925295708e-01,  2.166866925738082e-01, -2.347998207949158e-01,  1.302206679137722e-02
  2.100000000000000e+00, -2.570595535314037e+00,  7.340368042922144e-02, -1.540193982123298e+00,  1.846315772026986e-01,  7.306764709829464e-01,  2.040301363602257e-01, -4.036892871684347e-01,  2.528811781937420e-01, -5.383167602386556e-01,  3.519538995432800e-01,  2.112377131096738e-01, -2.300828473265633e-01,  1.268368548667864e-02
  2.110000000000000e+00, -2.572823100467907e+00,  7.164218235951528e-02, -1.539077011067141e+00,  1.841720269681983e-01,  7.307839622552222e-01,  2.039985478210415e-01, -4.052727323744681e-01,  2.498544717737639e-01, -5.450451363140538e-01,  3.515047745996888e-01,  2.067683705311643e-01, -2.249780542377013e-01,  1.239086770467725e-02
  2.120000000000000e+00, -2.574698509561172e+00,  7.011202294775208e-02, -1.538198548659559e+00,  1.837676583849409e-01,  7.308832275957775e-01,  2.039680032421422e-01, -4.067031779106024e-01,  2.471916963144747e-01, -5.509190299198604e-01,  3.511972681756388e-01,  2.032786593423772e-01, -2.196268102278665e-01,  1.213916520252053e-02
  2.130000000000000e+00, -2.576218442873694e+00,  6.876462240265251e-02, -1.537650153525852e+00,  1.833953399513009e-01,  7.309842114259901e-01,  2.039342700715700e-01, -4.077347854498486e-01,  2.450135284145272e-01, -5.558247703129947e-01,  3.509369672381092e-01,  2.007639359687254e-01, -2.141903996061347e-01,  1.192282373021998e-02
  2.140000000000000e+00, -2.577379169874861e+00,  6.757668636503711e-02, -1.537481498620497e+00,  1.830434440472871e-01,  7.310920088853117e-01,  2.038951577028614e-01, -4.081828090546164e-01,  2.434061747407708e-01, -5.596663729743936e-01,  3.506365842569907e-01,  1.992117700228839e-01, -2.088434755749622e-01,  1.173647525609294e-02
  2.150000000000000e+00, -2.578172151274278e+00,  6.655872021727588e-02, -1.537695101793033e+00,  1.827145955301242e-01,  7.312056590901166e-01,  2.038510421897778e-01, -4.079467052670165e-01,  2.424142652304517e-01, -5.623738894893947e-01,  3.502240278384932e-01,  1.985956302117663e-01, -2.037682831351793e-01,  1.157551950460024e-02
  2.160000000000000e+00, -2.578583486806973e+00,  6.575147583289828e-02, -1.538253542619391e+00,  1.824237819255521e-01,  7.313188579512768e-01,  2.038045863248695e-01, -4.070115602858644e-01,  2.420451170629036e-01, -5.639039824149454e-01,  3.496502770688588e-01,  1.988730411713537e-01, -1.991495230209410e-01,  1.143531100024415e-02
  2.170000000000000e+00, -2.578596174754768e+00,  6.521404487220622e-02, -1.539094713778045e+00,  1.821934147886354e-01,  7.314219913471635e-01,  2.037598935505765e-01, -4.054340128665804e-01,  2.422803511052099e-01, -5.642351008857219e-01,  3.488967565156218e-01,  1.999895385298048e-01, -1.951670482395322e-01,  1.131057810704962e-02
  2.180000000000000e+00, -2.578192015905403e+00,  6.500995537133160e-02, -1.540150466480894e+00,  1.820476877931186e-01,  7.315046110046926e-01,  2.037214453277505e-01, -4.033212492195257e-01,  2.430906064675874e-01, -5.633596763107834e-01,  3.479795824146369e-01,  2.018844973944690e-01, -1.919843504311245e-01,  1.119550290939011e-02
  2.190000000000000e+00, -2.577353881382268e+00,  6.519624148100696e-02, -1.541359480416248e+00,  1.820084278224750e-01,  7.315573209308605e-01,  2.036932753575231e-01, -4.008111810478955e-01,  2.444457679946041e-01, -5.612765426809446e-01,  3.469501492928317e-01,  2.044956656930280e-01, -1.897333052528554e-01,  1.108407768914415e-02
  2.200000000000000e+00, -2.576072523482776e+00,  6.581654868468341e-02, -1.542665401996698e+00,  1.820933841761764e-01,  7.315724166813951e-01,  2.036787040444929e-01, -3.980585146359181e-01,  2.463128695474635e-01, -5.579866614852982e-01,  3.458936764474010e-01,  2.077614616681201e-01, -1.884981647029600e-01,  1.097070765337017e-02
  2.210000000000000e+00, -2.574356382130982e+00,  6.689727421633765e-02, -1.544005013285144e+00,  1.823162012864173e-01,  7.315436288202023e-01,  2.036804823622900e-01, -3.952255703939143e-01,  2.486449541064155e-01, -5.534935770314713e-01,  3.449261098604316e-01,  2.116223139430189e-01, -1.883034301705471e-01,  1.085116336416745e-02
  2.220000000000000e+00, -2.572236352177178e+00,  6.844570573673923e-02, -1.545302830638055e+00,  1.826864130759005e-01,  7.314660281849927e-01,  2.037008404794209e-01, -3.924718264741474e-01,  2.513755810415242e-01, -5.478081431366937e-01,  3.441901321022556e-01,  2.160206969728410e-01, -1.891101910118222e-01,  1.072388029459946e-02
  2.230000000000000e+00, -2.569760911270303e+00,  7.044985851961949e-02, -1.546480845480624e+00,  1.832086352340995e-01,  7.313366352021712e-01,  2.037411806063674e-01, -3.899388597705714e-01,  2.544274165166451e-01, -5.409547828418588e-01,  3.438509759263426e-01,  2.208991562533009e-01, -1.908230504564656e-01,  1.059173287926867e-02
  2.240000000000000e+00, -2.566983603253915e+00,  7.288220823489359e-02, -1.547475914763360e+00,  1.838822021776981e-01,  7.311550683453307e-01,  2.038017208553754e-01, -3.877358203106910e-01,  2.577279243497532e-01, -5.329755127501207e-01,  3.440895392833827e-01,  2.262020560801052e-01, -1.933030684653367e-01,  1.046392133382153e-02
  2.250000000000000e+00, -2.563945743922272e+00,  7.571026110702238e-02, -1.548254267552970e+00,  1.847030630321667e-01,  7.309233236971057e-01,  2.038814997121866e-01, -3.859331128912639e-01,  2.612231495865606e-01, -5.239298784137986e-01,  3.450899760201525e-01,  2.318879746345039e-01, -1.963794042378579e-01,  1.035680956216346e-02
  2.260000000000000e+00, -2.560658862596458e+00,  7.891106470319993e-02, -1.548819020694595e+00,  1.856675483851192e-01,  7.306447605668906e-01,  2.039787213298371e-01, -3.845652354228928e-01,  2.648865184476370e-01, -5.138911551396110e-01,  3.470225187153324e-01,  2.379486658336532e-01, -1.998598637515754e-01,  1.029349140690177e-02
  2.270000000000000e+00, -2.557096781285852e+00,  8.248084585242331e-02, -1.549207178875592e+00,  1.867756974833245e-01,  7.303229847494558e-01,  2.040911898306569e-01, -3.836370417515431e-01,  2.687184578300059e-01, -5.029394324937582e-01,  3.500241801024199e-01,  2.444238271363368e-01, -2.035446603110946e-01,  1.030289067754879e-02
  2.280000000000000e+00, -2.553205388357189e+00,  8.643362535818355e-02, -1.549472640122546e+00,  1.880324670242037e-01,  7.299610264395451e-01,  2.042167115886419e-01, -3.831283308119586e-01,  2.727323891550213e-01, -4.911524630459842e-01,  3.541806650520006e-01,  2.514048043964605e-01, -2.072424572206104e-01,  1.041787743897211e-02
  2.290000000000000e+00, -2.548927282105157e+00,  9.078973393199521e-02, -1.549660147598265e+00,  1.894465083382812e-01,  7.295609803441987e-01,  2.043533885228903e-01, -3.829956474348072e-01,  2.769319094938604e-01, -4.785969771073650e-01,  3.595155435370331e-01,  2.590242142342720e-01, -2.107845119693603e-01,  1.067145444523324e-02
  2.300000000000000e+00, -2.544229665507226e+00,  9.555989181497776e-02, -1.549782704500954e+00,  1.910270349082756e-01,  7.291242450333024e-01,  2.044996895279164e-01, -3.831719510477167e-01,  2.812919802452001e-01, -4.653236144307719e-01,  3.659918770760558e-01,  2.674333916016563e-01, -2.140360927140164e-01,  1.109209541084836e-02
  2.310000000000000e+00, -2.539123378825458e+00,  1.007325122685795e-01, -1.549811610009532e+00,  1.927803170378797e-01,  7.286521212476806e-01,  2.046543393979857e-01, -3.835663833434391e-01,  2.857529311924518e-01, -4.513660772574784e-01,  3.735241331269833e-01,  2.767736148919455e-01, -2.169084708302549e-01,  1.169973956951645e-02
  2.320000000000000e+00, -2.533666896647815e+00,  1.062701733345769e-01, -1.549679351718363e+00,  1.947077541738697e-01,  7.281462201921440e-01,  2.048162137020380e-01, -3.840678369622135e-01,  2.902268384579006e-01, -4.367426113259494e-01,  3.819933158913947e-01,  2.871464519549138e-01, -2.193725875528811e-01,  1.250245243477613e-02
  2.330000000000000e+00, -2.527956485622981e+00,  1.121153449176651e-01, -1.549291438678023e+00,  1.968061176694250e-01,  7.276084956158920e-01,  2.049843062569618e-01, -3.845539737450155e-01,  2.946121513360482e-01, -4.214580895697073e-01,  3.912605785561538e-01,  2.985893289633991e-01, -2.214702122518553e-01,  1.349378808284352e-02
  2.340000000000000e+00, -2.522107727633679e+00,  1.182008792694275e-01, -1.548543873953844e+00,  1.990690187538570e-01,  7.270411827017047e-01,  2.051576682114859e-01, -3.849040205107002e-01,  2.988127198945233e-01, -4.055068642735440e-01,  4.011785862072136e-01,  3.110617099269737e-01, -2.233168264635415e-01,  1.465176457468586e-02
  2.350000000000000e+00, -2.516234862674535e+00,  1.244615485229823e-01, -1.547340198245126e+00,  2.014890710335534e-01,  7.264466768095914e-01,  2.053353351742851e-01, -3.850142888291919e-01,  3.027493487616473e-01, -3.888768860785898e-01,  4.116045350075671e-01,  3.244155850480889e-01, -2.250950258002553e-01,  1.593758888256369e-02
