Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos
  1.700000000000000e+00,  3.094484133240071e-01, -5.238187537437522e-02,  4.585544033916408e-02,  3.825482223095907e-01,  7.059840423393737e-02,  3.301897780287583e-01
  1.710000000000000e+00,  2.974460963459893e-01, -6.288693086026265e-02,  4.074162068553967e-02,  3.900703085673747e-01,  6.399917942024171e-02,  3.375990576832254e-01
  1.720000000000000e+00,  2.838890214642500e-01, -7.247033078162679e-02,  3.755256417154942e-02,  3.948490449356190e-01,  5.524024773766388e-02,  3.440223999405411e-01
  1.730000000000000e+00,  2.688176100299645e-01, -8.113421837558898e-02,  3.619634155788830e-02,  3.969468291045276e-01,  4.482389374705994e-02,  3.491481460720723e-01
  1.740000000000000e+00,  2.522634209658585e-01, -8.888367289813037e-02,  3.646046433622265e-02,  3.964810200234445e-01,  3.324598618082894e-02,  3.527032284449168e-01
  1.750000000000000e+00,  2.342818319607904e-01, -9.571978565097505e-02,  3.803900123047872e-02,  3.936136800509499e-01,  2.097953546068601e-02,  3.545009681425707e-01
  1.760000000000000e+00,  2.149766392344036e-01, -1.016436596826853e-01,  4.056620662255476e-02,  3.885440430987133e-01,  8.459696808083238e-03,  3.544744541671250e-01
  1.770000000000000e+00,  1.945081026675135e-01, -1.066641119509457e-01,  4.365284556190823e-02,  3.815030601109676e-01, -3.936250350319278e-03,  3.526855723529660e-01
  1.780000000000000e+00,  1.730837943362107e-01, -1.108030506648379e-01,  4.691890363349761e-02,  3.727462540124633e-01, -1.590781118375056e-02,  3.493117960426503e-01
  1.790000000000000e+00,  1.509365553168925e-01, -1.140965534522316e-01,  5.002067742756273e-02,  3.625426457098364e-01, -2.724214531224697e-02,  3.446128220068376e-01
  1.800000000000000e+00,  1.282984335629147e-01, -1.165916671022873e-01,  5.267314453795353e-02,  3.511601758399038e-01, -3.781436485347069e-02,  3.388915055422079e-01
  1.810000000000000e+00,  1.053747184229780e-01, -1.183431863006679e-01,  5.466481017952798e-02,  3.388477989335863e-01, -4.757595763865517e-02,  3.324672778185120e-01
  1.820000000000000e+00,  8.232686188944698e-02, -1.194112046306246e-01,  5.585675947967754e-02,  3.258242835881944e-01, -5.653685139553586e-02,  3.256625672926962e-01
  1.830000000000000e+00,  5.927017739875759e-02, -1.198583920742655e-01,  5.617027583233517e-02,  3.122797613624598e-01, -6.474855841741184e-02,  3.187876603261339e-01
  1.840000000000000e+00,  3.628292378495778e-02, -1.197474695466059e-01,  5.556923225009828e-02,  2.983798239734767e-01, -7.228914684167526e-02,  3.121257883387744e-01
  1.850000000000000e+00,  1.341010317534461e-02, -1.191352323300710e-01,  5.405139295168736e-02,  2.842664175866642e-01, -7.925309401716284e-02,  3.059185525058029e-01
  1.860000000000000e+00, -9.317349744247912e-03, -1.180686863062892e-01,  5.163309757258668e-02,  2.700647890862005e-01, -8.574377754289250e-02,  3.003686343657302e-01
  1.870000000000000e+00, -3.188444000834727e-02, -1.165758211187278e-01,  4.836710499996645e-02,  2.558930020839546e-01, -9.187625100994577e-02,  2.956238560165431e-01
  1.880000000000000e+00, -5.427388970182121e-02, -1.146686852210257e-01,  4.434358166215056e-02,  2.418665049122983e-01, -9.777155687887107e-02,  2.917816768305091e-01
  1.890000000000000e+00, -7.645062391629363e-02, -1.123507687564780e-01,  3.969009230748498e-02,  2.281018615158631e-01, -1.035486845187556e-01,  2.888884935123496e-01
  1.900000000000000e+00, -9.834991027162156e-02, -1.096271641753379e-01,  3.456107982809252e-02,  2.147238005764942e-01, -1.093152555684326e-01,  2.869381937620426e-01
  1.910000000000000e+00, -1.198767200072565e-01, -1.065152638827076e-01,  2.912078646425030e-02,  2.018682046862583e-01, -1.151593014502396e-01,  2.858783055335854e-01
  1.920000000000000e+00, -1.409138247423134e-01, -1.030548994113802e-01,  2.352533141238608e-02,  1.896762434671388e-01, -1.211449797607597e-01,  2.856275326227452e-01
  1.930000000000000e+00, -1.613334905905834e-01, -9.931483209874825e-02,  1.790766028971157e-02,  1.782836565149093e-01, -1.273132737408520e-01,  2.860947187361252e-01
  1.940000000000000e+00, -1.810080262597608e-01, -9.539218700963970e-02,  1.236543902241625e-02,  1.678113484740200e-01, -1.336861432667459e-01,  2.871893564171770e-01
  1.950000000000000e+00, -1.998246515970540e-01, -9.140364394434886e-02,  6.961174046646273e-03,  1.583582062189709e-01, -1.402744687368947e-01,  2.888168669461911e-01
  1.960000000000000e+00, -2.176903784019185e-01, -8.747274115236059e-02,  1.724886707124923e-03,  1.499982114556719e-01, -1.470865191488704e-01,  2.908692480448962e-01
  1.970000000000000e+00, -2.345493686951265e-01, -8.371699511714104e-02, -3.330249371063430e-03,  1.427719742720214e-01, -1.541276632682782e-01,  2.932149515437900e-01
  1.980000000000000e+00, -2.503872818691357e-01, -8.023926774716927e-02, -8.201567316118142e-03,  1.366812521177462e-01, -1.613920252321804e-01,  2.956991354402262e-01
  1.990000000000000e+00, -2.652386880347575e-01, -7.712440047094371e-02, -1.287998986908981e-02,  1.316855653630618e-01, -1.688528698063170e-01,  2.981375180463792e-01
  2.000000000000000e+00, -2.791809454337031e-01, -7.443741355665301e-02, -1.734314954043221e-02,  1.277110674011953e-01, -1.764574335900295e-01,  3.003071187933696e-01
  2.010000000000000e+00, -2.923335933634459e-01, -7.222259366466366e-02, -2.155711361863469e-02,  1.246632792111706e-01, -1.841248515294860e-01,  3.019414039699040e-01
  2.020000000000000e+00, -3.048515112008466e-01, -7.050486866819039e-02, -2.548958297854873e-02,  1.224464038990811e-01, -1.917528212411559e-01,  3.027344590188597e-01
  2.030000000000000e+00, -3.169149449027699e-01, -6.929249920438019e-02, -2.912290901153183e-02,  1.209865094710636e-01, -1.992332599074773e-01,  3.023532018043851e-01
  2.040000000000000e+00, -3.287150878220835e-01, -6.858059949089745e-02, -3.246280564830082e-02,  1.202512191384553e-01, -2.064689521541188e-01,  3.004579543348401e-01
  2.050000000000000e+00, -3.404381194805313e-01, -6.835186452623598e-02, -3.554587032549111e-02,  1.202573692525822e-01, -2.133808645770081e-01,  2.967354225047244e-01
  2.060000000000000e+00, -3.522445778622904e-01, -6.857234279079338e-02, -3.844595560787854e-02,  1.210633781239116e-01, -2.199008406677141e-01,  2.909447577095549e-01
  2.070000000000000e+00, -3.642382794484934e-01, -6.917943754985290e-02, -4.127287428972316e-02,  1.227524426134967e-01, -2.259567905648329e-01,  2.829650531335451e-01
  2.080000000000000e+00, -3.764260498769875e-01, -7.005916266830958e-02, -4.415225341058481e-02,  1.254181638350672e-01, -2.314620978529270e-01,  2.728205925744963e-01
  2.090000000000000e+00, -3.886880251661247e-01, -7.101358200291230e-02, -4.718290131777410e-02,  1.291604989737652e-01, -2.363147541403709e-01,  2.606645023844057e-01
  2.100000000000000e+00, -4.007808273385376e-01, -7.173578994055130e-02, -5.038853163571216e-02,  1.340880603859694e-01, -2.404021983061803e-01,  2.467253021064842e-01
  2.110000000000000e+00, -4.123810414712282e-01, -7.182074255444792e-02, -5.369707681160137e-02,  1.403167097631998e-01, -2.436018965627741e-01,  2.312473676697610e-01
  2.120000000000000e+00, -4.231497201293087e-01, -7.082585099450300e-02, -5.696733618151700e-02,  1.479614580557347e-01, -2.457704563457711e-01,  2.144575115960944e-01
  2.130000000000000e+00, -4.327886391645632e-01, -6.835753131501887e-02, -6.004812154412308e-02,  1.571265847637277e-01, -2.467259367130393e-01,  1.965648352468587e-01
  2.140000000000000e+00, -4.410690914468138e-01, -6.414126312052937e-02, -6.283493333403078e-02,  1.678999948052266e-01, -2.462354513084045e-01,  1.777761877976444e-01
  2.150000000000000e+00, -4.478334341212006e-01, -5.805290890379666e-02, -6.530081826679188e-02,  1.803569746012870e-01, -2.440137926661724e-01,  1.583079177612592e-01
  2.160000000000000e+00, -4.529813315173762e-01, -5.011801510872238e-02, -6.750177406963466e-02,  1.945747908044339e-01, -2.397297542195505e-01,  1.383875080972709e-01
  2.170000000000000e+00, -4.564506933233636e-01, -4.049529390016993e-02, -6.956898965348475e-02,  2.106532046432442e-01, -2.330160544653097e-01,  1.182480215312352e-01
  2.180000000000000e+00, -4.581978396254261e-01, -2.945524065757765e-02, -7.169460066615650e-02,  2.287338986742183e-01, -2.234820151264404e-01,  9.811630730923578e-02
  2.190000000000000e+00, -4.581806078783285e-01, -1.735734699873270e-02, -7.410751229777755e-02,  2.490144673875561e-01, -2.107305742724394e-01,  7.818943914572984e-02
  2.200000000000000e+00, -4.563471159367405e-01, -4.625185129347509e-03, -7.703719906881874e-02,  2.717533424242073e-01, -1.943812158018256e-01,  5.859783507495091e-02
  2.210000000000000e+00, -4.526262607806689e-01,  8.281961126749948e-03, -8.067332924855788e-02,  2.972605409890591e-01, -1.740986983427042e-01,  3.936785180342723e-02
  2.220000000000000e+00, -4.469127959882912e-01,  2.090358605348452e-02, -8.513014180963020e-02,  3.258726584273176e-01, -1.496284479952356e-01,  2.040472701269972e-02
  2.230000000000000e+00, -4.390503984310764e-01,  3.282174797434756e-02, -9.041627151089408e-02,  3.579164615656591e-01, -1.208419458377247e-01,  1.510896023773533e-03
  2.240000000000000e+00, -4.288295700225567e-01,  4.370896888737485e-02, -9.641500391357705e-02,  3.936639161503511e-01, -8.779452867819901e-02, -1.755145501624869e-02
  2.250000000000000e+00, -4.160152880728041e-01,  5.336490862915344e-02, -1.028915342717589e-01,  4.332791358860433e-01, -5.079495474390477e-02, -3.695189200163482e-02
  2.260000000000000e+00, -4.004034041699926e-01,  6.172942879184617e-02, -1.095337406145004e-01,  4.767648618361787e-01, -1.048128055425354e-02, -5.666035974203529e-02
  2.270000000000000e+00, -3.818881679238690e-01,  6.886916587144221e-02, -1.160100232670100e-01,  5.239245056398070e-01,  3.211453168886321e-02, -7.634129347187683e-02
  2.280000000000000e+00, -3.605137793461750e-01,  7.493954375336420e-02, -1.220204221434139e-01,  5.743551568260535e-01,  7.554847414114166e-02, -9.532204678450447e-02
  2.290000000000000e+00, -3.364863653361472e-01,  8.012981919708495e-02, -1.273284068899205e-01,  6.274762183394463e-01,  1.180309839126904e-01, -1.126612779297645e-01
  2.300000000000000e+00, -3.101418297563998e-01,  8.460678848704628e-02, -1.317758503473963e-01,  6.825821214163632e-01,  1.575846675687402e-01, -1.273026006472180e-01
  2.310000000000000e+00, -2.818883796980867e-01,  8.847418433987420e-02, -1.352868261892153e-01,  7.388982068237624e-01,  1.922533088356416e-01, -1.382612110066803e-01
  2.320000000000000e+00, -2.521518209623395e-01,  9.175697619819512e-02, -1.378583624129649e-01,  7.956246122630719e-01,  2.203133176269324e-01, -1.447854081486904e-01
  2.330000000000000e+00, -2.213412160822659e-01,  9.440988027653474e-02, -1.395356072012563e-01,  8.519644362244331e-01,  2.404708792280796e-01, -1.464578601265735e-01
  2.340000000000000e+00, -1.898343414981823e-01,  9.634506821084909e-02, -1.403786202414026e-01,  9.071395331881460e-01,  2.520350124770192e-01, -1.432274399010687e-01
  2.350000000000000e+00, -1.579717910173579e-01,  9.747162136834797e-02, -1.404355614037616e-01,  9.604014364575413e-01,  2.550209730377528e-01, -1.353841555385734e-01
  2.360000000000000e+00, -1.260512289188930e-01,  9.773345303462500e-02, -1.397337129658822e-01,  1.011045160442072e+00,  2.501272422252401e-01, -1.235061969299685e-01
  2.370000000000000e+00, -9.432133268337967e-02,  9.713156602370665e-02, -1.382873944792382e-01,  1.058428642805879e+00,  2.385769398472729e-01, -1.084032139010149e-01
  2.380000000000000e+00, -6.297888584483277e-02,  9.572726511386587e-02, -1.361114711987250e-01,  1.101995593308006e+00,  2.218762793198862e-01, -9.105464406997751e-02
  2.390000000000000e+00, -3.217173466068046e-02,  9.363113554323155e-02, -1.332307633453594e-01,  1.141294557696989e+00,  2.015718320950408e-01, -7.253060025538745e-02
  2.400000000000000e+00, -2.010359710046075e-03,  9.098435842414432e-02, -1.296840788134810e-01,  1.175986449513545e+00,  1.790707559507532e-01, -5.389359053816482e-02
  2.410000000000000e+00,  2.741633707723105e-02,  8.793685785367944e-02, -1.255240999673067e-01,  1.205839055088894e+00,  1.555451315519016e-01, -3.609466883047425e-02
  2.420000000000000e+00,  5.602957366860503e-02,  8.462757946458876e-02, -1.208121030804776e-01,  1.230713744008801e+00,  1.319057021686482e-01, -1.988212749047333e-02
  2.430000000000000e+00,  8.375522574508341e-02,  8.117335579436391e-02, -1.156086875110060e-01,  1.250550510373202e+00,  1.088173802084969e-01, -5.735436987427008e-03
  2.440000000000000e+00,  1.105212280600630e-01,  7.766786532184344e-02, -1.099657019806740e-01,  1.265354492783537e+00,  8.673212770493799e-02,  6.167262182624833e-03
  2.450000000000000e+00,  1.362572681974022e-01,  7.418595000999018e-02, -1.039231722086104e-01,  1.275184246806188e+00,  6.592525277087213e-02,  1.594508941140394e-02
  2.460000000000000e+00,  1.608950946859162e-01,  7.078618395558856e-02, -9.751096230490189e-02,  1.280139873993792e+00,  4.653440953904484e-02,  2.397804723081586e-02
  2.470000000000000e+00,  1.843676265587625e-01,  6.751050935611169e-02, -9.075438192391949e-02,  1.280350722772020e+00,  2.860405891584964e-02,  3.084504888523533e-02
  2.480000000000000e+00,  2.066075435253358e-01,  6.438380690523338e-02, -8.368023744527955e-02,  1.275963970693791e+00,  1.213069004312757e-02,  3.723857451642260e-02
  2.490000000000000e+00,  2.275490290013555e-01,  6.141621720774371e-02, -7.631968966717975e-02,  1.267136038011293e+00, -2.904372631150958e-03,  4.386221044736598e-02
  2.500000000000000e+00,  2.471355673052105e-01,  5.860735869369238e-02, -6.870823864163317e-02,  1.254027078813591e+00, -1.652129869309522e-02,  5.132788412418729e-02
  2.510000000000000e+00,  2.653304892967113e-01,  5.595123082634323e-02, -6.088522802260222e-02,  1.236796640391906e+00, -2.874040959324432e-02,  6.007481252224953e-02
  2.520000000000000e+00,  2.821215548962562e-01,  5.344195256880702e-02, -5.289410935912012e-02,  1.215598742062951e+00, -3.958510984732350e-02,  7.032799860513965e-02
  2.530000000000000e+00,  2.975194031551657e-01,  5.107984662884379e-02, -4.478440108661244e-02,  1.190577309748828e+00, -4.908553384090997e-02,  8.210070171826651e-02
  2.540000000000000e+00,  3.115573326740797e-01,  4.887708409162261e-02, -3.661500792391938e-02,  1.161864277628817e+00, -5.728120092507560e-02,  9.522472452285199e-02
  2.550000000000000e+00,  3.242902551370829e-01,  4.686191799965567e-02, -2.845490945063191e-02,  1.129580606623799e+00, -6.422532147188191e-02,  1.093861523247444e-01
  2.560000000000000e+00,  3.357858435815902e-01,  4.507992765755198e-02, -2.037769632089011e-02,  1.093838760208488e+00, -6.999342269923529e-02,  1.241639675902327e-01
  2.570000000000000e+00,  3.461098065486102e-01,  4.359175372115165e-02, -1.245186038639278e-02,  1.054746388637948e+00, -7.469335562595106e-02,  1.390807450026285e-01
  2.580000000000000e+00,  3.553115217543491e-01,  4.246817887158705e-02, -4.729848809425801e-03,  1.012412027784222e+00, -7.847027292463263e-02,  1.536583707075963e-01
  2.590000000000000e+00,  3.634164425756549e-01,  4.178636838488892e-02,  2.763231399898374e-03,  9.669547148539361e-01, -8.150100669835686e-02,  1.674602153747313e-01
  2.600000000000000e+00,  3.704174739231346e-01,  4.162392765970258e-02,  1.004338411497262e-02,  9.185117828107640e-01, -8.397394845359836e-02,  1.801074263172805e-01
  2.610000000000000e+00,  3.762700456557215e-01,  4.205636025438175e-02,  1.717519566968730e-02,  8.672495622205555e-01, -8.606679955796340e-02,  1.912692888936501e-01
  2.620000000000000e+00,  3.808861247773337e-01,  4.315291801086896e-02,  2.427542815747583e-02,  8.133748522526127e-01, -8.792227157118448e-02,  2.006383943324384e-01
  2.630000000000000e+00,  3.841379389594002e-01,  4.497242502553456e-02,  3.151376338007169e-02,  7.571517528515413e-01, -8.962124665338242e-02,  2.079098223831091e-01
  2.640000000000000e+00,  3.858770517097335e-01,  4.755839250733107e-02,  3.910894479903993e-02,  6.989273826928381e-01, -9.115860546396982e-02,  2.127740983706581e-01
  2.650000000000000e+00,  3.859670242783780e-01,  5.093361134153174e-02,  4.731799158496749e-02,  6.391705800720763e-01, -9.243638172867724e-02,  2.149205205814468e-01
  2.660000000000000e+00,  3.843180724234247e-01,  5.508889108198489e-02,  5.642042476673455e-02,  5.785179315621534e-01, -9.328313228798282e-02,  2.140493262621643e-01
  2.670000000000000e+00,  3.809367217244081e-01,  5.997295616051024e-02,  6.668671932307241e-02,  5.178276011859547e-01, -9.350840682624748e-02,  2.099055502603086e-01
  2.680000000000000e+00,  3.759631708341029e-01,  6.546891446241321e-02,  7.832778607790990e-02,  4.582057983532564e-01, -9.296719442365270e-02,  2.023500159224463e-01
  2.690000000000000e+00,  3.696963229736405e-01,  7.137257721633428e-02,  9.141435980333783e-02,  4.009887067874347e-01, -9.161947611009039e-02,  1.914773453470232e-01
  2.700000000000000e+00,  3.625836192659709e-01,  7.738306919629223e-02,  1.057748294088619e-01,  3.476540649940411e-01, -8.955777675003614e-02,  1.777707780900206e-01
  2.710000000000000e+00,  3.551673891084535e-01,  8.312283242957785e-02,  1.209047634594526e-01,  2.996693738872993e-01, -8.699139975834697e-02,  1.622410848892487e-01
  2.720000000000000e+00,  3.479989426782911e-01,  8.819009867234273e-02,  1.359498738718095e-01,  2.583234828423119e-01, -8.419453754002308e-02,  1.464468178677197e-01
  2.730000000000000e+00,  3.415534321944407e-01,  9.222307661132501e-02,  1.498091183414132e-01,  2.246010222448639e-01, -8.143331422252464e-02,  1.323099048608107e-01
  2.740000000000000e+00,  3.361768365683311e-01,  9.494281268052052e-02,  1.613349170440526e-01,  1.991233324340791e-01, -7.888031980280505e-02,  1.217527718226541e-01
  2.750000000000000e+00,  3.320725158218448e-01,  9.615642016052295e-02,  1.695481565436958e-01,  1.821346448454501e-01, -7.652760803571523e-02,  1.162957766581476e-01
  2.760000000000000e+00,  3.293131000551436e-01,  9.573148615952931e-02,  1.737963601362859e-01,  1.735034114007896e-01, -7.412710976118728e-02,  1.167604183174131e-01
  2.770000000000000e+00,  3.278578730387042e-01,  9.356818289967550e-02,  1.738338668875282e-01,  1.727296923615007e-01, -7.119134869660126e-02,  1.231404598548097e-01
  2.780000000000000e+00,  3.275716400882246e-01,  8.959070477167907e-02,  1.698220861163457e-01,  1.789709325302511e-01, -6.706859969644748e-02,  1.346431113723641e-01
  2.790000000000000e+00,  3.282313133208668e-01,  8.375473556201651e-02,  1.622618994356751e-01,  1.910970572137436e-01, -6.107232602230126e-02,  1.498708342857223e-01
  2.800000000000000e+00,  3.295424861003457e-01,  7.607028547162220e-02,  1.518549618984835e-01,  2.077882874962907e-01, -5.265649008884026e-02,  1.671317865373624e-01
  2.810000000000000e+00,  3.311540254961455e-01,  6.662362677344635e-02,  1.393405935270968e-01,  2.276676370967367e-01, -4.160165609532140e-02,  1.847910981594652e-01
  2.820000000000000e+00,  3.326751597230547e-01,  5.559005626297053e-02,  1.253730692873016e-01,  2.494466241374589e-01, -2.815368590914580e-02,  2.015701091824686e-01
  2.830000000000000e+00,  3.336940298206367e-01,  4.323146969629210e-02,  1.105113127817930e-01,  2.720362562745411e-01, -1.302912276061644e-02,  2.167100951725733e-01
  2.840000000000000e+00,  3.338034492470364e-01,  2.988138395616069e-02,  9.529189244338444e-02,  2.945713663621878e-01,  2.724921725041051e-03,  2.299933888706834e-01
  2.850000000000001e+00,  3.326397905524128e-01,  1.591864783562569e-02,  8.026755124086803e-02,  3.163522911762681e-01,  1.792993221092901e-02,  2.416690968709183e-01
  2.860000000000000e+00,  3.299311986483546e-01,  1.729346997693337e-03,  6.597089167243633e-02,  3.367795777511726e-01,  3.146211928477206e-02,  2.522883610782550e-01
  2.870000000000000e+00,  3.255360965516607e-01, -1.233512910859469e-02,  5.286228940294724e-02,  3.553424474027787e-01,  4.240664280613795e-02,  2.624536264582186e-01
  2.880000000000000e+00,  3.194471089106355e-01, -2.599158089928655e-02,  4.130084692304092e-02,  3.716429034217270e-01,  5.015720633732922e-02,  2.725828250597535e-01
  2.890000000000000e+00,  3.117511967237139e-01, -3.904077628080205e-02,  3.153246861976997e-02,  3.854060851944853e-01,  5.444047261790991e-02,  2.828101596465618e-01
  2.900000000000000e+00,  3.025635651108214e-01, -5.136106537294505e-02,  2.368298271238263e-02,  3.964627057580565e-01,  5.528119402149455e-02,  2.930383780213492e-01
  2.910000000000000e+00,  2.919684983068569e-01, -6.288425147449095e-02,  1.775085375832158e-02,  4.047252121842290e-01,  5.294043538130445e-02,  3.030543107496778e-01
  2.920000000000000e+00,  2.799927098687703e-01, -7.356573026992819e-02,  1.360522335174366e-02,  4.101753397657468e-01,  4.784536565139966e-02,  3.126167195840393e-01
  2.930000000000000e+00,  2.666159329761280e-01, -8.335973589279799e-02,  1.100194905655149e-02,  4.128619990441816e-01,  4.051792256240884e-02,  3.214928077124229e-01
  2.940000000000000e+00,  2.518084196339871e-01, -9.220471420642795e-02,  9.621032331312829e-03,  4.129061959417374e-01,  3.150938679247359e-02,  3.294656858311838e-01
  2.950000000000000e+00,  2.355781395886235e-01, -1.000226932452888e-01,  9.111491984560103e-03,  4.105061776830918e-01,  2.134945819762175e-02,  3.363378628321920e-01
  2.960000000000000e+00,  2.179952335757641e-01, -1.067326806189290e-01,  9.129413152655410e-03,  4.059254667295811e-01,  1.051445817077905e-02,  3.419472044381370e-01
  2.970000000000000e+00,  1.992061648181871e-01, -1.122743603113823e-01,  9.362192964529736e-03,  3.994637941116400e-01, -5.870884908871399e-04,  3.461973514538724e-01
  2.980000000000000e+00,  1.794080131413968e-01, -1.166228353237340e-01,  9.553235602691742e-03,  3.914252061001595e-01, -1.162584717753907e-02,  3.490765331563669e-01
  2.990000000000000e+00,  1.588177474473584e-01, -1.197947625399702e-01,  9.517592260871495e-03,  3.820949680667772e-01, -2.235835092785972e-02,  3.506537114530620e-01
  3.000000000000000e+00,  1.376408265383172e-01, -1.218477435282712e-01,  9.141714944643898e-03,  3.717241333428011e-01, -3.262523625090326e-02,  3.510595033872861e-01
  3.010000000000000e+00,  1.160517852495127e-01, -1.228756822474157e-01,  8.367470163277333e-03,  3.605227499853682e-01, -4.234041005732659e-02,  3.504658140874153e-01
  3.020000000000000e+00,  9.418858985450443e-02, -1.230005264642353e-01,  7.169513504104552e-03,  3.486615040450327e-01, -5.147544016030817e-02,  3.490709952938039e-01
  3.030000000000000e+00,  7.215507343551486e-02, -1.223616445650406e-01,  5.533895933393973e-03,  3.362785242309506e-01, -6.004374381534378e-02,  3.470911923092799e-01
  3.040000000000000e+00,  5.002337527817555e-02, -1.211038048557826e-01,  3.441449586463122e-03,  3.234880417811645e-01, -6.808812699464094e-02,  3.447536880126377e-01
  3.050000000000000e+00,  2.783625770661250e-02, -1.193633610928984e-01,  8.639741617015488e-04,  3.103882795879377e-01, -7.567268980392669e-02,  3.422839516136799e-01
  3.060000000000000e+00,  5.629565404719555e-03, -1.172571445332469e-01, -2.227892321578569e-03,  2.970692250799161e-01, -8.287639587263064e-02,  3.398902355041215e-01
  3.070000000000000e+00, -1.655809267328428e-02, -1.148725484727273e-01, -5.839650564047458e-03,  2.836152625507669e-01, -8.978745943933673e-02,  3.377434333251944e-01
  3.080000000000000e+00, -3.866947014762025e-02, -1.122688095822022e-01, -9.948527307479952e-03,  2.701095970774297e-01, -9.649573208461144e-02,  3.359809157466581e-01
  3.090000000000000e+00, -6.063552512500188e-02, -1.094803545559491e-01, -1.450406070623201e-02,  2.566395674226083e-01, -1.030876508610951e-01,  3.347092297261516e-01
  3.100000000000000e+00, -8.238312850888130e-02, -1.065219120226348e-01, -1.943425980089691e-02,  2.433062466461265e-01, -1.096455184249354e-01,  3.339984914103187e-01
  3.110000000000000e+00, -1.038383361650762e-01, -1.033964786068768e-01, -2.465126587089085e-02,  2.302338500939846e-01, -1.162480149915874e-01,  3.338720914982349e-01
  3.120000000000000e+00, -1.249249815496205e-01, -1.001066372659229e-01, -3.005446546436493e-02,  2.175733779781387e-01, -1.229672457887936e-01,  3.343008192587992e-01
  3.130000000000000e+00, -1.455630901444546e-01, -9.666571261176315e-02, -3.553894240492687e-02,  2.054990830611161e-01, -1.298632194609897e-01,  3.352088072315602e-01
  3.140000000000000e+00, -1.656741110154047e-01, -9.310499539988726e-02, -4.100979492171889e-02,  1.941970048532020e-01, -1.369804259364590e-01,  3.364898853656885e-01
  3.150000000000000e+00, -1.851868459983447e-01, -8.947471273534169e-02, -4.639563901088985e-02,  1.838464974585853e-01, -1.443497307022714e-01,  3.380272177721387e-01
  3.160000000000000e+00, -2.040434629152269e-01, -8.583749727633005e-02, -5.165031390211328e-02,  1.745967665159839e-01, -1.519940351442177e-01,  3.397063189005244e-01
  3.170000000000000e+00, -2.222049352505504e-01, -8.225817590406703e-02, -5.674537106767331e-02,  1.665464415993747e-01, -1.599310894767187e-01,  3.414227938672454e-01
  3.180000000000000e+00, -2.396532266287996e-01, -7.879580062508884e-02, -6.166200251486687e-02,  1.597345920076650e-01, -1.681680493918175e-01,  3.430881675484199e-01
  3.190000000000000e+00, -2.563943649141273e-01, -7.550016032811624e-02, -6.638136524147924e-02,  1.541446363204672e-01, -1.766924431785979e-01,  3.446256076774115e-01
  3.200000000000000e+00, -2.724747558579608e-01, -7.241025221489239e-02, -7.086798299148207e-02,  1.497151535311510e-01, -1.854684579549556e-01,  3.459482350359660e-01
