Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Right.ElbowFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.ElbowPronation.Pos,Main.HumanModel.BodyModel.Interface.Right.WristFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.WristAbduction.Pos
  1.750000000000000e+00, -1.077135738695068e-01, -1.857084435142326e+00,  2.246708226927513e-01,  1.867092344875227e-01,  7.385137875814134e-01,  1.992392494206528e-01, -2.986328560406264e-01,  5.381180510325941e-01, -3.031719994412518e-01,  5.328337124888373e-01,  7.754779685892668e-01, -3.072022887245645e-01,  1.550816391101024e-02
  1.760000000000000e+00, -1.118289288343513e-01, -1.857361248709657e+00,  2.305164950356595e-01,  1.889650338416183e-01,  7.377604069496342e-01,  1.995430040970119e-01, -3.036894199478883e-01,  5.337274033803261e-01, -2.980802403797674e-01,  5.447216447913161e-01,  7.811593522261179e-01, -3.023723626942776e-01,  1.615640924790502e-02
  1.770000000000000e+00, -1.158605028402338e-01, -1.857940631569220e+00,  2.362959147310229e-01,  1.912510467407425e-01,  7.370088520830838e-01,  1.998421167422093e-01, -3.083611333351823e-01,  5.285969308367013e-01, -2.928865099311783e-01,  5.577075401714461e-01,  7.874417383166339e-01, -2.970827189690790e-01,  1.692800864705460e-02
  1.780000000000000e+00, -1.197635189263927e-01, -1.858801804890277e+00,  2.419381437890587e-01,  1.935374270270374e-01,  7.362689396504921e-01,  2.001327376807529e-01, -3.125459963323421e-01,  5.228273118558294e-01, -2.875184462582646e-01,  5.716076462230133e-01,  7.943900306190272e-01, -2.914155499042619e-01,  1.781644052254531e-02
  1.790000000000000e+00, -1.235098363251514e-01, -1.859919376813666e+00,  2.473949397279599e-01,  1.958015425551402e-01,  7.355474082100928e-01,  2.004124465407787e-01, -3.161890115370135e-01,  5.165144137369547e-01, -2.819179169478496e-01,  5.862811161342162e-01,  8.018528037990931e-01, -2.854015562576662e-01,  1.880476149249907e-02
  1.800000000000000e+00, -1.270905504426690e-01, -1.861264692157708e+00,  2.526457180343666e-01,  1.980305934488031e-01,  7.348475990935743e-01,  2.006802326928144e-01, -3.192752018841195e-01,  5.097585002864893e-01, -2.760441736501830e-01,  6.016073314533202e-01,  8.096408900593576e-01, -2.790689569952811e-01,  1.987198878862194e-02
  1.810000000000000e+00, -1.305147492918293e-01, -1.862811080735320e+00,  2.576968406200100e-01,  2.002224641304760e-01,  7.341695262319451e-01,  2.009363627514079e-01, -3.218300492599463e-01,  5.026521103844738e-01, -2.698737934382475e-01,  6.174905464866847e-01,  8.174907016263884e-01, -2.724439758236519e-01,  2.098244227383542e-02
  1.820000000000000e+00, -1.338064278589432e-01, -1.864529618881730e+00,  2.625777770140901e-01,  2.023842701667833e-01,  7.335109683063319e-01,  2.011818025802889e-01, -3.239151812975294e-01,  4.952830843767395e-01, -2.633999092902033e-01,  6.338618124681592e-01,  8.250515004050712e-01, -2.655292617674130e-01,  2.208390702959086e-02
  1.830000000000000e+00, -1.369988886023762e-01, -1.866376222334397e+00,  2.673332877973462e-01,  2.045282048745102e-01,  7.328695167116487e-01,  2.014172713055532e-01, -3.256137925759456e-01,  4.877525856787800e-01, -2.566337420976024e-01,  6.506672776967848e-01,  8.319851672122397e-01, -2.583129310374426e-01,  2.312379883050927e-02
  1.840000000000000e+00, -1.401223513490630e-01, -1.868304164699830e+00,  2.720052917171092e-01,  2.066655738744973e-01,  7.322436143966394e-01,  2.016430299776904e-01, -3.270093061272208e-01,  4.801569289819123e-01, -2.496093364837538e-01,  6.678706020387561e-01,  8.379677837730984e-01, -2.508024671940940e-01,  2.405883790255588e-02
  1.850000000000000e+00, -1.432029803596172e-01, -1.870243942286338e+00,  2.766312786538303e-01,  2.088038906080206e-01,  7.316341194660454e-01,  2.018581685044254e-01, -3.281704825140454e-01,  4.726193437537302e-01, -2.423784144643464e-01,  6.854231246511246e-01,  8.429330444467573e-01, -2.430639129362135e-01,  2.487621333190542e-02
  1.860000000000000e+00, -1.462532873973218e-01, -1.872132742083365e+00,  2.812296767371811e-01,  2.109437165888280e-01,  7.310434459238606e-01,  2.020613361277583e-01, -3.291436096815901e-01,  4.652468722748466e-01, -2.350078284506496e-01,  7.032847453284157e-01,  8.469007946514334e-01, -2.351989806746853e-01,  2.557918737511009e-02
  1.870000000000000e+00, -1.492761632321822e-01, -1.873904807449679e+00,  2.858054412732346e-01,  2.130796572627168e-01,  7.304755124914861e-01,  2.022507147712298e-01, -3.299565302690037e-01,  4.581399671479390e-01, -2.275669525716945e-01,  7.214091619276355e-01,  8.500234382489472e-01, -2.273257355863332e-01,  2.618774723211331e-02
  1.880000000000000e+00, -1.522636931986667e-01, -1.875524333700121e+00,  2.903474752805804e-01,  2.152025922519412e-01,  7.299334707252281e-01,  2.024251966451562e-01, -3.306201787339402e-01,  4.513575085285935e-01, -2.201200997723456e-01,  7.397486998970468e-01,  8.524695104337089e-01, -2.195664999695941e-01,  2.672847395239103e-02
  1.890000000000000e+00, -1.552044391357968e-01, -1.876977047779811e+00,  2.948390900820789e-01,  2.173030883043087e-01,  7.294192717971879e-01,  2.025843992456159e-01, -3.311385625685020e-01,  4.449263960600994e-01, -2.127200398740775e-01,  7.582499715446305e-01,  8.544251962629666e-01, -2.120277893669371e-01,  2.723253898510406e-02
  1.900000000000000e+00, -1.580855952807106e-01, -1.878273768145761e+00,  2.992607960468405e-01,  2.193729915976182e-01,  7.289331857191066e-01,  2.027288265971624e-01, -3.315120791961990e-01,  4.388399575877510e-01, -2.054089971196102e-01,  7.768613730769433e-01,  8.560494173440382e-01, -2.047914042798984e-01,  2.772829521328378e-02
  1.910000000000000e+00, -1.608957585001204e-01, -1.879443478344417e+00,  3.035943261986891e-01,  2.214064749220991e-01,  7.284739913986600e-01,  2.028596788187174e-01, -3.317392146451649e-01,  4.330669440919489e-01, -1.982209253044472e-01,  7.955339121426214e-01,  8.574835965839853e-01, -1.979219175919134e-01,  2.823781412842752e-02
  1.920000000000000e+00, -1.636285051591748e-01, -1.880523691441291e+00,  3.078282616833828e-01,  2.234015511882772e-01,  7.280392417409365e-01,  2.029785921640072e-01, -3.318200707432909e-01,  4.275621757203130e-01, -1.911849818891325e-01,  8.142203880545550e-01,  8.588589119388587e-01, -1.914700164068248e-01,  2.877512481638635e-02
  1.930000000000000e+00, -1.662851668080206e-01, -1.881551016701784e+00,  3.119627481867556e-01,  2.253612738933755e-01,  7.276256199926187e-01,  2.030873517032366e-01, -3.317609440708253e-01,  4.222762346813114e-01, -1.843304326830502e-01,  8.328756099202276e-01,  8.602805746140062e-01, -1.854671075214895e-01,  2.934556206146540e-02
  1.940000000000000e+00, -1.688740320218532e-01, -1.882552565020558e+00,  3.160088382224098e-01,  2.272926548231810e-01,  7.272296862694297e-01,  2.031875343561342e-01, -3.315753061228154e-01,  4.171635689348703e-01, -1.776904839754112e-01,  8.514563734422634e-01,  8.618045573270146e-01, -1.799223313562797e-01,  2.994691568966896e-02
  1.950000000000000e+00, -1.714060011866239e-01, -1.883545157158772e+00,  3.199820375867813e-01,  2.292037835096752e-01,  7.268485088824100e-01,  2.032803398950535e-01, -3.312801414563254e-01,  4.121845476725286e-01, -1.713027178183608e-01,  8.699205740749852e-01,  8.634114557998099e-01, -1.748266753037346e-01,  3.057192650767375e-02
  1.960000000000000e+00, -1.738893990848980e-01, -1.884522053579665e+00,  3.238947630839962e-01,  2.310988838531984e-01,  7.264811309280226e-01,  2.033660828958004e-01, -3.308908473575445e-01,  4.073158164051144e-01, -1.652056176880198e-01,  8.882267916013181e-01,  8.650226662080552e-01, -1.701468222940206e-01,  3.121005985059051e-02
  1.970000000000000e+00, -1.763266517600381e-01, -1.885453684859712e+00,  3.277512143217696e-01,  2.329759082889023e-01,  7.261288054800971e-01,  2.034442254058875e-01, -3.304183318217255e-01,  4.025523167722679e-01, -1.594342051390031e-01,  9.063340314987571e-01,  8.665102819321319e-01, -1.658123743565028e-01,  3.184849339689998e-02
  1.980000000000000e+00, -1.787113726661482e-01, -1.886306308939606e+00,  3.315419917441016e-01,  2.348260072656534e-01,  7.257940238757888e-01,  2.035139714871718e-01, -3.298643657297726e-01,  3.978996244759780e-01, -1.540187891764040e-01,  9.242021903052828e-01,  8.677153448227388e-01, -1.617151754961519e-01,  3.247115768473355e-02
  1.990000000000000e+00, -1.810311728700461e-01, -1.887032401847540e+00,  3.352487873049126e-01,  2.366343778825361e-01,  7.254806811573800e-01,  2.035741203926695e-01, -3.292252782110373e-01,  3.933767736807030e-01, -1.489802030660624e-01,  9.417829042001425e-01,  8.685021693191876e-01, -1.577283686274307e-01,  3.306582532280334e-02
  2.000000000000000e+00, -1.832685529041398e-01, -1.887582145946392e+00,  3.388452431427754e-01,  2.383818509853296e-01,  7.251931762199062e-01,  2.036234748914935e-01, -3.284906332467374e-01,  3.890043164527289e-01, -1.443329279226425e-01,  9.590150048889756e-01,  8.688072668310814e-01, -1.537542094562869e-01,  3.362839787355893e-02
  2.010000000000000e+00, -1.854051684056736e-01, -1.887922546589717e+00,  3.423027826060904e-01,  2.400497988710295e-01,  7.249347437893061e-01,  2.036614636888938e-01, -3.276483036199998e-01,  3.847899985093369e-01, -1.400921617155309e-01,  9.758246595392127e-01,  8.686360315426497e-01, -1.497420135139766e-01,  3.416133999688210e-02
  2.020000000000000e+00, -1.874294498046241e-01, -1.888028568083315e+00,  3.456032831749333e-01,  2.416251596387384e-01,  7.247072368433930e-01,  2.036879324934504e-01, -3.266978158003107e-01,  3.807341095433542e-01, -1.362773620995864e-01,  9.921279948024807e-01,  8.680403228157993e-01, -1.456491354647989e-01,  3.466828382636248e-02
  2.030000000000000e+00, -1.893437753608296e-01, -1.887892210612383e+00,  3.487505072520597e-01,  2.431071692981765e-01,  7.245099352667900e-01,  2.037033766844430e-01, -3.256625706028579e-01,  3.768282324133552e-01, -1.329178394727020e-01,  1.007833607329416e+00,  8.670859004335464e-01, -1.414163667347117e-01,  3.514921474655033e-02
  2.040000000000000e+00, -1.911699087048327e-01, -1.887510213690539e+00,  3.517800606263259e-01,  2.445109973015010e-01,  7.243398848457477e-01,  2.037085124876028e-01, -3.246004477645880e-01,  3.730635758172677e-01, -1.300546880141428e-01,  1.022840593298234e+00,  8.658670544073866e-01, -1.369762022951608e-01,  3.560238985292339e-02
  2.050000000000000e+00, -1.929489478916923e-01, -1.886890069125742e+00,  3.547595900174639e-01,  2.458689209446292e-01,  7.241917043572439e-01,  2.037043111294229e-01, -3.236047670633316e-01,  3.694277106064019e-01, -1.277443559711586e-01,  1.037037815160742e+00,  8.645181493287327e-01, -1.322980343278286e-01,  3.602703246761935e-02
  2.060000000000000e+00, -1.947332805918351e-01, -1.886047337034287e+00,  3.577761683536329e-01,  2.472242363966080e-01,  7.240587027100703e-01,  2.036917655813107e-01, -3.227945363024129e-01,  3.659065412106677e-01, -1.260542941558321e-01,  1.050307525455360e+00,  8.632081975778897e-01, -1.274079969466797e-01,  3.642507687894423e-02
  2.070000000000000e+00, -1.965694179534474e-01, -1.885009386813877e+00,  3.609077800682252e-01,  2.486180597789343e-01,  7.239344524251691e-01,  2.036718596660924e-01, -3.222916668295688e-01,  3.624851398440688e-01, -1.250484219949193e-01,  1.062531695283864e+00,  8.621002104395059e-01, -1.223725688294270e-01,  3.680117584200707e-02
  2.080000000000000e+00, -1.984738278412140e-01, -1.883812723225178e+00,  3.641826326553311e-01,  2.500690762001673e-01,  7.238152949522527e-01,  2.036454650531175e-01, -3.221876311471395e-01,  3.591516541180321e-01, -1.247613374864349e-01,  1.073594836194544e+00,  8.613202299197253e-01, -1.172751662624938e-01,  3.716343106720309e-02
  2.090000000000000e+00, -2.004080164496539e-01, -1.882522015487848e+00,  3.675343626736962e-01,  2.515533569283945e-01,  7.237014315828638e-01,  2.036140236151731e-01, -3.225055363027667e-01,  3.558896837861630e-01, -1.251725067350836e-01,  1.083383465328200e+00,  8.609351770730513e-01, -1.122242950821810e-01,  3.752221791627786e-02
  2.100000000000000e+00, -2.022644079921554e-01, -1.881226956564410e+00,  3.707752991216370e-01,  2.529897281116310e-01,  7.235980358935596e-01,  2.035798528381661e-01, -3.231767573546195e-01,  3.526817206198292e-01, -1.261859091391498e-01,  1.091785067990069e+00,  8.609631034876624e-01, -1.073532235581185e-01,  3.788736684942377e-02
  2.110000000000000e+00, -2.038750726909330e-01, -1.880038765827738e+00,  3.736082961382601e-01,  2.542439121981138e-01,  7.235141345107245e-01,  2.035464952324030e-01, -3.240479029804024e-01,  3.495118991518339e-01, -1.276354396142298e-01,  1.098689980877518e+00,  8.613837401898697e-01, -1.028092047842981e-01,  3.826382068134111e-02
  2.120000000000000e+00, -2.050445036769747e-01, -1.879074709882933e+00,  3.756826834449259e-01,  2.551538247033647e-01,  7.234602320623841e-01,  2.035184217557278e-01, -3.249227952381191e-01,  3.463713674396600e-01, -1.293199721348173e-01,  1.103994624586755e+00,  8.621538698214288e-01, -9.873424756024818e-02,  3.865032225763520e-02
  2.130000000000000e+00, -2.055924337965656e-01, -1.878438881168918e+00,  3.766718181221377e-01,  2.555667070021923e-01,  7.234458262775230e-01,  2.035000551839832e-01, -3.256213867575538e-01,  3.432626375818257e-01, -1.310549455348134e-01,  1.107604122095007e+00,  8.632248671565990e-01, -9.525040045425959e-02,  3.904118415486354e-02
  2.140000000000000e+00, -2.053879775902777e-01, -1.878207550284712e+00,  3.763385791129842e-01,  2.553720783750678e-01,  7.234779374986955e-01,  2.034945079516388e-01, -3.260279730744011e-01,  3.402015096441498e-01, -1.327174397189689e-01,  1.109434051932328e+00,  8.645583293324496e-01, -9.245583604818908e-02,  3.942863828402472e-02
  2.150000000000000e+00, -2.043662520602617e-01, -1.878422545907759e+00,  3.745700404629825e-01,  2.545202803073435e-01,  7.235607618316322e-01,  2.035026128070259e-01, -3.261138023543914e-01,  3.372165658968858e-01, -1.342685905677478e-01,  1.109410404153488e+00,  8.661308074341204e-01, -9.043035786576059e-02,  3.980461984395076e-02
  2.160000000000000e+00, -2.025300403769568e-01, -1.879090450086751e+00,  3.713828607366069e-01,  2.530258486774832e-01,  7.236958641207105e-01,  2.035226054902718e-01, -3.259364289816501e-01,  3.343483973853052e-01, -1.357500033540311e-01,  1.107466196208117e+00,  8.679307834451221e-01, -8.924200371224544e-02,  4.016190747409025e-02
  2.170000000000000e+00, -1.999421701088248e-01, -1.880185376591382e+00,  3.669082248001893e-01,  2.509594169752796e-01,  7.238823613334892e-01,  2.035505246393052e-01, -3.256239524371131e-01,  3.316503489062066e-01, -1.372607329257750e-01,  1.103536647402183e+00,  8.699582201435127e-01, -8.895033511755601e-02,  4.049459053432092e-02
  2.180000000000000e+00, -1.967128892097982e-01, -1.881654236035492e+00,  3.613646512342703e-01,  2.484326065820821e-01,  7.241169325506687e-01,  2.035811437890708e-01, -3.253512197161330e-01,  3.291897216651965e-01, -1.389263383893831e-01,  1.097557772737902e+00,  8.722210302637821e-01, -8.960418451071739e-02,  4.079779400318835e-02
  2.190000000000000e+00, -1.929865486134486e-01, -1.883419865152602e+00,  3.550282655642170e-01,  2.455810019405672e-01,  7.243938545409176e-01,  2.036090125482860e-01, -3.253150498596154e-01,  3.270491541607134e-01, -1.408699822952245e-01,  1.089470822522825e+00,  8.747232954178792e-01, -9.122408777442326e-02,  4.106636706626942e-02
  2.200000000000000e+00, -1.889315393732470e-01, -1.885376837547131e+00,  3.482092733560080e-01,  2.425497092895035e-01,  7.247053005610518e-01,  2.036291968748081e-01, -3.257144326251840e-01,  3.253293682466570e-01, -1.431915700673734e-01,  1.079231797242692e+00,  8.774585379386235e-01, -9.377052125590080e-02,  4.129309998023025e-02
  2.210000000000000e+00, -1.847314678401715e-01, -1.887385130332043e+00,  3.412319859982376e-01,  2.394813610724244e-01,  7.250420084765764e-01,  2.036376716810237e-01, -3.267328476232139e-01,  3.241490619987397e-01, -1.459573014415569e-01,  1.066826168152245e+00,  8.804132521243105e-01, -9.712019596636479e-02,  4.146845333113334e-02
  2.220000000000000e+00, -1.805700434864655e-01, -1.889277787498691e+00,  3.344063321598516e-01,  2.365030313079113e-01,  7.253942705218538e-01,  2.036316193672058e-01, -3.285130615988289e-01,  3.236320636178224e-01, -1.491945794236453e-01,  1.052287230346129e+00,  8.835651647695286e-01, -1.010619636387557e-01,  4.158203447832128e-02
  2.230000000000000e+00, -1.766081746525661e-01, -1.890889709980211e+00,  3.279898937535676e-01,  2.337126105158649e-01,  7.257530264502653e-01,  2.036097180943776e-01, -3.311254182077579e-01,  3.238794584537226e-01, -1.528847947018410e-01,  1.035711183864350e+00,  8.868683549301275e-01, -1.053022620054127e-01,  4.162369263277326e-02
  2.240000000000000e+00, -1.729617102737329e-01, -1.892092108237839e+00,  3.221554075166512e-01,  2.311695482160334e-01,  7.261109482957544e-01,  2.035721565480600e-01, -3.345449301008904e-01,  3.249403541270926e-01, -1.569579719180286e-01,  1.017264242483102e+00,  8.902438741436877e-01, -1.094823493780124e-01,  4.158509575200994e-02
  2.250000000000000e+00, -1.696886160856150e-01, -1.892813973022179e+00,  3.169765316291446e-01,  2.288929880890999e-01,  7.264633981672401e-01,  2.035202343553094e-01, -3.386495864705983e-01,  3.267979158212334e-01, -1.613011618906146e-01,  9.971828362494587e-01,  8.936038215097756e-01, -1.132300547099543e-01,  4.146482212163129e-02
  2.260000000000000e+00, -1.667891383030875e-01, -1.893047290766397e+00,  3.124344478277925e-01,  2.268672990147952e-01,  7.268087687916950e-01,  2.034558187763647e-01, -3.432407245488002e-01,  3.293749975974680e-01, -1.657831031260085e-01,  9.757665022725883e-01,  8.969088967805422e-01, -1.162451310242802e-01,  4.127489670339602e-02
  2.270000000000000e+00, -1.642183005482311e-01, -1.892838632614387e+00,  3.084419423647472e-01,  2.250532730395988e-01,  7.271479355568063e-01,  2.033809255084353e-01, -3.480789274966792e-01,  3.325542689562072e-01, -1.702851748898876e-01,  9.533622310078130e-01,  9.002172761875817e-01, -1.183715006323629e-01,  4.104257493204915e-02
  2.280000000000000e+00, -1.619065062910005e-01, -1.892268042820465e+00,  3.048776929633079e-01,  2.234016941978323e-01,  7.274832330321112e-01,  2.032974091492704e-01, -3.529251107894747e-01,  3.362060216905589e-01, -1.747274164280123e-01,  9.303434929244706e-01,  9.036839353319712e-01, -1.196140493099562e-01,  4.080442245331198e-02
  2.290000000000000e+00, -1.597819799171557e-01, -1.891421050366148e+00,  3.016214143594420e-01,  2.218658909672258e-01,  7.278174213706002e-01,  2.032067243163510e-01, -3.575760047894174e-01,  3.402153091245440e-01, -1.790842160576908e-01,  9.070877126468301e-01,  9.075133619356229e-01, -1.201119368201879e-01,  4.059570517367385e-02
  2.300000000000000e+00, -1.577883012601167e-01, -1.890365641467817e+00,  2.985801550668610e-01,  2.204105103353323e-01,  7.281528193143247e-01,  2.031098405201973e-01, -3.618855328886506e-01,  3.444988230677925e-01, -1.833882500155747e-01,  8.839536050005180e-01,  9.118912404084359e-01, -1.201054732882147e-01,  4.044068469405564e-02
  2.310000000000000e+00, -1.558915624831116e-01, -1.889142936957541e+00,  2.956980578451487e-01,  2.190143299378246e-01,  7.284908246226764e-01,  2.030073291816212e-01, -3.657678610659317e-01,  3.490069086712237e-01, -1.877228739560416e-01,  8.612618517376296e-01,  9.169164830834963e-01, -1.199052212303486e-01,  4.034697770253019e-02
  2.320000000000000e+00, -1.540765896027487e-01, -1.887771049763702e+00,  2.929493724784441e-01,  2.176671943027053e-01,  7.288320138236258e-01,  2.028995067121711e-01, -3.691849652380771e-01,  3.537145819421214e-01, -1.922053811811339e-01,  8.392841711037586e-01,  9.225536284234134e-01, -1.198520655289481e-01,  4.030401685328632e-02
  2.330000000000000e+00, -1.523374517146104e-01, -1.886256159961747e+00,  2.903231196632053e-01,  2.163642631439476e-01,  7.291765828324778e-01,  2.027865594175018e-01, -3.721275978947687e-01,  3.586082318237595e-01, -1.969656537116314e-01,  8.182413956741120e-01,  9.286170910337334e-01, -1.202677643961914e-01,  4.028518691254220e-02
  2.340000000000000e+00, -1.506684239055913e-01, -1.884605548786341e+00,  2.878089068207055e-01,  2.151011724469764e-01,  7.295246589491831e-01,  2.026686824827931e-01, -3.745980551430473e-01,  3.636715331899973e-01, -2.021252452670887e-01,  7.983061888998625e-01,  9.347833451575726e-01, -1.214055365484739e-01,  4.025373312736442e-02
  2.350000000000000e+00, -1.490578724460081e-01, -1.882837232716479e+00,  2.853875630320523e-01,  2.138710569039632e-01,  7.298764884019723e-01,  2.025461680898588e-01, -3.765981525911865e-01,  3.688735674609118e-01, -2.077811595048370e-01,  7.796063132495480e-01,  9.406278383605294e-01, -1.234137572078007e-01,  4.017201945298285e-02
