Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosX.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosY.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosZ.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[1],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C2C1.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C1C0.Pos[0]
  2.060000000000000e+00,  5.318663708169981e-01,  9.166833728320150e-01, -2.865786856970275e-01, -3.000971728518446e-02, -4.147263009344949e-02,  1.220610798775026e-01,  0.000000000000000e+00,  2.385244779468109e-18,  0.000000000000000e+00,  4.708046248273776e-03,  5.865163468293032e-03, -6.985019274757973e-02,  7.297471649726960e-03,  6.363049123458660e-03, -7.154353075962862e-02,  8.121379727857826e-03,  6.218273872799153e-03, -6.858018925106033e-02,  7.336705359168967e-03,  5.981689917491093e-03, -6.307684072739900e-02,  6.512797266257691e-03,  5.748637063630792e-03, -5.291681268796906e-02,  5.218084548704414e-03,  5.130693887058402e-03, -3.725343612974354e-02, -2.515774357332956e-03, -5.881876553109552e-03,  1.584259636563379e-02, -2.793589934130261e-03, -1.085079008824455e-02,  2.458333915705590e-02, -2.932497724692122e-03, -1.165898686782499e-02,  3.045602572217731e-02, -2.762721541593116e-03, -1.085079008811804e-02,  3.004630340054184e-02, -2.531208560813907e-03, -7.049271903753729e-03,  2.390046861934921e-02, -1.898406416655471e-03, -3.601963422201348e-03,  1.174537316220493e-02, -4.392995896128564e-02,  6.675963523803143e-02
  2.070000000000000e+00,  5.436284244565918e-01,  9.147331999683651e-01, -2.864199289613522e-01, -3.300185416169574e-02, -4.698625441910466e-02,  1.208431467653912e-01,  0.000000000000000e+00, -4.336808689942018e-19,  0.000000000000000e+00,  4.811870953310178e-03,  6.165786714296197e-03, -6.986831809612486e-02,  7.458399934965602e-03,  6.689191865243092e-03, -7.156209551164083e-02,  8.300477333224291e-03,  6.536996054202021e-03, -6.859798504920649e-02,  7.498498848419357e-03,  6.288285815457361e-03, -6.309320846703655e-02,  6.656421432348730e-03,  6.043287667050470e-03, -5.293054401270637e-02,  5.333156921143535e-03,  5.393671360042560e-03, -3.726310298196902e-02, -2.905971854733124e-03, -5.581527271228746e-03,  1.581887015854835e-02, -3.226876725864083e-03, -1.029671062547769e-02,  2.454652262384333e-02, -3.387329163975987e-03, -1.106363803828473e-02,  3.041041412670741e-02, -3.191220634531763e-03, -1.029671062542959e-02,  3.000130541371657e-02, -2.923799908405452e-03, -6.689311314609637e-03,  2.386467476688691e-02, -2.192849927015092e-03, -3.418034515287165e-03,  1.172778304206241e-02, -4.158865582168516e-02,  6.667668745375319e-02
  2.080000000000000e+00,  5.555913611959474e-01,  9.127056875502975e-01, -2.862674722104003e-01, -3.669902757401920e-02, -5.299732505045245e-02,  1.200781374845646e-01,  0.000000000000000e+00,  8.673617379884034e-19,  0.000000000000000e+00,  5.008277992823407e-03,  6.524556734690105e-03, -6.992447780456196e-02,  7.762830837774401e-03,  7.078417381108214e-03, -7.161961666866308e-02,  8.639279464327828e-03,  6.917365719169804e-03, -6.865312367343945e-02,  7.804566474502904e-03,  6.654183722119474e-03, -6.314392238615493e-02,  6.928117826784307e-03,  6.394929811364170e-03, -5.297308924635098e-02,  5.550841379984600e-03,  5.707514133369209e-03, -3.729305482602072e-02, -3.311106771425090e-03, -5.284849170663380e-03,  1.575269681380803e-02, -3.676750467679154e-03, -9.749403698196791e-03,  2.444383984235060e-02, -3.859572318753975e-03, -1.047556618137018e-02,  3.028320156810142e-02, -3.636123396277946e-03, -9.749403698271087e-03,  2.987580423459336e-02, -3.331420315807810e-03, -6.333750538183656e-03,  2.376484428421062e-02, -2.498565232350715e-03, -3.236353778691059e-03,  1.167872349223605e-02, -3.927385538815607e-02,  6.641344448806104e-02
  2.090000000000000e+00,  5.677587944494192e-01,  9.106178796051514e-01, -2.861215912741211e-01, -4.093637866794743e-02, -5.950449629395582e-02,  1.197147980982304e-01,  0.000000000000000e+00,  3.035766082959412e-18,  0.000000000000000e+00,  5.270976469800248e-03,  6.949069613983832e-03, -7.000665665816085e-02,  8.170013468679812e-03,  7.538966576120306e-03, -7.170378773775851e-02,  9.092434325077526e-03,  7.367436271333109e-03, -6.873380836706561e-02,  8.213938257320516e-03,  7.087130636685069e-03, -6.321813238135376e-02,  7.291517376412133e-03,  6.811008664619612e-03, -5.303534595308305e-02,  5.841998848704069e-03,  6.078867065325686e-03, -3.733688354696255e-02, -3.719346830537210e-03, -4.996765349066130e-03,  1.564721378052153e-02, -4.130072250864764e-03, -9.217951356644515e-03,  2.428015926827261e-02, -4.335434964367769e-03, -9.904529803471189e-03,  3.008041952209065e-02, -4.084436099379975e-03, -9.217951356883301e-03,  2.967575019798920e-02, -3.742164915441936e-03, -5.988489775424767e-03,  2.360571039217536e-02, -2.806623682023903e-03, -3.059936035554651e-03,  1.160052055263095e-02, -3.702554463540624e-02,  6.598254383329634e-02
  2.100000000000000e+00,  5.801196172201599e-01,  9.084949497723576e-01, -2.859888934437830e-01, -4.541365899627801e-02, -6.642687589432412e-02,  1.196043875558966e-01,  0.000000000000000e+00,  3.903127820947816e-18,  0.000000000000000e+00,  5.553872317355672e-03,  7.433519703880205e-03, -7.008695806235532e-02,  8.608502025168401e-03,  8.064540968055220e-03, -7.178603584307387e-02,  9.580429651733183e-03,  7.881052534426999e-03, -6.881264974603936e-02,  8.654784277393092e-03,  7.581205566089435e-03, -6.329064698215085e-02,  7.682856623409012e-03,  7.285833921743003e-03, -5.309618034892133e-02,  6.155541737802529e-03,  6.502651523722629e-03, -3.737971096082207e-02, -4.108653664008629e-03, -4.722205452299419e-03,  1.550725246789241e-02, -4.562370022582469e-03, -8.711447731134950e-03,  2.406297791627182e-02, -4.789228205556018e-03, -9.360300390804582e-03,  2.981135595693674e-02, -4.511957100398821e-03, -8.711447731564889e-03,  2.941030632192916e-02, -4.133860134526515e-03, -5.659437075157767e-03,  2.339456185506880e-02, -3.100395096442568e-03, -2.891800119082204e-03,  1.149675613015815e-02, -3.488548935752751e-02,  6.540351468237447e-02
  2.110000000000000e+00,  5.926522571640793e-01,  9.063719365767613e-01, -2.858824628972116e-01, -4.970145441671651e-02, -7.362269837844922e-02,  1.195406217466328e-01,  0.000000000000000e+00, -2.602085213965211e-18,  0.000000000000000e+00,  5.792359774581341e-03,  7.961403753341954e-03, -7.012851771767029e-02,  8.978157578826338e-03,  8.637236367551942e-03, -7.182860300512395e-02,  9.991820508156671e-03,  8.440717684011910e-03, -6.885345377089165e-02,  9.026427225225151e-03,  8.119577379867788e-03, -6.332817660915216e-02,  8.012764266395614e-03,  7.803230210547988e-03, -5.312766493448404e-02,  6.419865330102342e-03,  6.964430889527883e-03, -3.740187610814452e-02, -4.448253139616076e-03, -4.466096707743313e-03,  1.533864736690253e-02, -4.939471280290543e-03, -8.238982490437528e-03,  2.380134930746728e-02, -5.185080354580708e-03, -8.852644635728995e-03,  2.948722717951035e-02, -4.884891493510337e-03, -8.238982491053022e-03,  2.909053802126734e-02, -4.475543042510913e-03, -5.352497587723656e-03,  2.314020070734343e-02, -3.356657277634515e-03, -2.734963381456215e-03,  1.137175579584634e-02, -3.289672757614785e-02,  6.470007609516462e-02
  2.120000000000000e+00,  6.053319964824159e-01,  9.042919171240676e-01, -2.858193320096105e-01, -5.330076967245569e-02, -8.092365738673493e-02,  1.193142960163444e-01,  8.673617379884034e-19,  1.257674520083185e-17,  0.000000000000000e+00,  5.912330844012482e-03,  8.510944563342813e-03, -7.009431602822401e-02,  9.164112734224189e-03,  9.233426939298323e-03, -7.179357218341380e-02,  1.019877059967321e-02,  9.023343431546219e-03, -6.881987392957060e-02,  9.213382138946893e-03,  8.680036219504797e-03, -6.329729144591222e-02,  8.178724243044578e-03,  8.341852991651591e-03, -5.310175456198462e-02,  6.552833262592697e-03,  7.445155030221284e-03, -3.738363520516049e-02, -4.703810401590440e-03, -4.233019520203831e-03,  1.514710545649055e-02, -5.223249589179082e-03, -7.809005490666330e-03,  2.350412909964795e-02, -5.482969187066040e-03, -8.390641762930303e-03,  2.911900436604774e-02, -5.165534130473512e-03, -7.809005491419840e-03,  2.872726887794932e-02, -4.732668140359401e-03, -5.073160805847591e-03,  2.285123661633457e-02, -3.549501101255938e-03, -2.592230786451236e-03,  1.122975058596291e-02, -3.109988947047476e-02,  6.389564316354111e-02
  2.130000000000000e+00,  6.181380599759344e-01,  9.023011738573680e-01, -2.858162800629830e-01, -5.573426013107587e-02, -8.816958383731692e-02,  1.187564155570687e-01, -8.673617379884035e-19, -1.214306433183765e-17,  0.000000000000000e+00,  5.843571070267139e-03,  9.060841105862742e-03, -6.995353287829510e-02,  9.057535085846374e-03,  9.830003440505873e-03, -7.164937610809802e-02,  1.008015999126084e-02,  9.606346327279074e-03, -6.868165047244497e-02,  9.106231492708660e-03,  9.240857857932175e-03, -6.317015999451982e-02,  8.083606557210757e-03,  8.880824436431118e-03, -5.299510065963094e-02,  6.476624514430281e-03,  7.926190355506527e-03, -3.730855085766455e-02, -4.843760850307564e-03, -4.026735374717333e-03,  1.493703700126400e-02, -5.378654688397180e-03, -7.428455858066200e-03,  2.317816080762529e-02, -5.646101611497540e-03, -7.981747743897016e-03,  2.871516587120511e-02, -5.319222046105376e-03, -7.428455858873939e-03,  2.832886318805932e-02, -4.873477180580187e-03, -4.825934768775396e-03,  2.253432299926887e-02, -3.655107881652335e-03, -2.465905804953632e-03,  1.107401017958877e-02, -2.952845515486508e-02,  6.300855793816092e-02
  2.140000000000000e+00,  6.310577166703150e-01,  9.004439579721542e-01, -2.858865640556514e-01, -5.662630893133213e-02, -9.522970544295370e-02,  1.177564631556452e-01,  0.000000000000000e+00, -6.938893903907227e-18,  0.000000000000000e+00,  5.531505817398920e-03,  9.594158472176846e-03, -6.968381584952547e-02,  8.573833947941339e-03,  1.040859338147999e-02, -7.137312048416278e-02,  9.541847435891468e-03,  1.017177190159271e-02, -6.841683738901368e-02,  8.619929812128767e-03,  9.784770931445157e-03, -6.292659734420838e-02,  7.651916295824550e-03,  9.403546091454169e-03, -5.279076957763978e-02,  6.130752197520000e-03,  8.392722643726950e-03, -3.716470177644373e-02, -4.844144029939746e-03, -3.849927351462010e-03,  1.471080984210970e-02, -5.379080182241534e-03, -7.102283295211103e-03,  2.282711866766170e-02, -5.646548262203247e-03, -7.631280948694447e-03,  2.828026366556910e-02, -5.319642837995743e-03, -7.102283295971286e-03,  2.789981168491923e-02, -4.873862710659900e-03, -4.614035076375389e-03,  2.219303203032050e-02, -3.655397029429508e-03, -2.357631510640001e-03,  1.090629004504729e-02, -2.820599929326327e-02,  6.204892807540407e-02
  2.150000000000000e+00,  6.440866383416979e-01,  8.987592572152918e-01, -2.860389670325404e-01, -5.574507418340955e-02, -1.020078502275506e-01,  1.162613240470927e-01,  0.000000000000000e+00, -2.602085213965211e-18,  0.000000000000000e+00,  4.943570759689986e-03,  1.009950182469598e-02, -6.927108056985450e-02,  7.662534615086368e-03,  1.095683463272143e-02, -7.095037950030650e-02,  8.527659470899162e-03,  1.070753929439506e-02, -6.801160638681195e-02,  7.703731022235942e-03,  1.030015421522011e-02, -6.255388488028418e-02,  6.838606140928693e-03,  9.898849506897038e-03, -5.247809133723193e-02,  5.479124183528575e-03,  8.834783984776698e-03, -3.694457629643615e-02, -4.691188063696187e-03, -3.704199742182920e-03,  1.446859706667110e-02, -5.209233373160810e-03, -6.833447373471573e-03,  2.245127126381789e-02, -5.468256031268924e-03, -7.342421385742102e-03,  2.781463049489232e-02, -5.151672788693961e-03, -6.833447374091820e-03,  2.744044263787637e-02, -4.719968363779527e-03, -4.439384429481654e-03,  2.182762483286672e-02, -3.539976269471082e-03, -2.268390345113939e-03,  1.072671850589757e-02, -2.714584536340237e-02,  6.101785520216653e-02
  2.160000000000000e+00,  6.572264006935417e-01,  8.972803313842161e-01, -2.862782982045355e-01, -5.300875445917939e-02, -1.084384298495206e-01,  1.142683863799662e-01,  0.000000000000000e+00, -5.204170427930421e-18,  0.000000000000000e+00,  4.070350937040434e-03,  1.057015986430841e-02, -6.870941555519414e-02,  6.309043898042140e-03,  1.146744618258628e-02, -7.037509836380289e-02,  7.021355288532063e-03,  1.120653315542476e-02, -6.746015346333664e-02,  6.342963475481994e-03,  1.078016307368973e-02, -6.204668435336003e-02,  5.630652062991300e-03,  1.036015672132076e-02, -5.205258754105622e-02,  4.511305556927758e-03,  9.246503507592442e-03, -3.664502162565873e-02, -4.382045779484968e-03, -3.590157492083302e-03,  1.420877439876612e-02, -4.865952677363079e-03, -6.623064086152372e-03,  2.204809816666985e-02, -5.107906129122236e-03, -7.116368170636043e-03,  2.731514382693955e-02, -4.812185249102703e-03, -6.623064086579211e-03,  2.694767552183773e-02, -4.408929500587585e-03, -4.302707838892830e-03,  2.143565098935179e-02, -3.306697122269044e-03, -2.198552766803256e-03,  1.053409135722406e-02, -2.635164197018037e-02,  5.990895760849511e-02
  2.170000000000000e+00,  6.704804761476220e-01,  8.960362125630145e-01, -2.866059187485435e-01, -4.847154380567795e-02, -1.144808245809391e-01,  1.118202324611456e-01, -8.673617379884034e-19, -1.127570259384924e-17,  0.000000000000000e+00,  2.923464092822714e-03,  1.100286867663931e-02, -6.800205948449475e-02,  4.531369297892063e-03,  1.193688704807957e-02, -6.965059426708510e-02,  5.042975494430202e-03,  1.166529306812844e-02, -6.676565841247915e-02,  4.555731487156673e-03,  1.122146874731543e-02, -6.140792038840816e-02,  4.044125272197386e-03,  1.078426866712970e-02, -5.151671173321016e-02,  3.240172648400684e-03,  9.625026024602629e-03, -3.626776505875980e-02, -3.924138418575005e-03, -3.507533703543262e-03,  1.392874574292383e-02, -4.357478859596081e-03, -6.470641065187786e-03,  2.161357095100143e-02, -4.574149082335663e-03, -6.952592262422516e-03,  2.677681289015735e-02, -4.309329925867390e-03, -6.470641065424839e-03,  2.641658670565172e-02, -3.948212891493695e-03, -4.203685435122798e-03,  2.101319397518584e-02, -2.961159665657881e-03, -2.147955332096762e-03,  1.032648390733836e-02, -2.581851696224100e-02,  5.871173302605510e-02
  2.180000000000000e+00,  6.838499624862979e-01,  8.950537030251648e-01, -2.870196718409317e-01, -4.230184890601477e-02, -1.201156268935740e-01,  1.090008334061598e-01, -8.673617379884035e-19, -9.974659986866641e-18,  0.000000000000000e+00,  1.532001669530427e-03,  1.139722692456636e-02, -6.716272498067710e-02,  2.374602549966620e-03,  1.236472182347181e-02, -6.879091226023011e-02,  2.642702826088153e-03,  1.208339353346928e-02, -6.594158453655093e-02,  2.387369221095349e-03,  1.162366192584661e-02, -6.064997589899897e-02,  2.119268929925125e-03,  1.117079198122137e-02, -5.088085226365305e-02,  1.697968472576342e-03,  9.970000456762246e-03, -3.582011999370965e-02, -3.333609377924183e-03, -3.455352846208422e-03,  1.362591547879806e-02, -3.701738023132468e-03, -6.374378668296642e-03,  2.114366192899030e-02, -3.885802347392046e-03, -6.849159976535130e-03,  2.619464782658028e-02, -3.660834843799925e-03, -6.374378668399976e-03,  2.584225345947115e-02, -3.354060972714794e-03, -4.141148071246591e-03,  2.055633798270521e-02, -2.515545726847358e-03, -2.116000642462131e-03,  1.010197181682761e-02, -2.553464982752963e-02,  5.741560197144833e-02
  2.190000000000000e+00,  6.973301424412809e-01,  8.943585475398447e-01, -2.875134289194569e-01, -3.475885285154677e-02, -1.253435922985588e-01,  1.059324296811699e-01,  0.000000000000000e+00, -1.257674520083185e-17,  0.000000000000000e+00, -6.134211288234061e-05,  1.175501647545225e-02, -6.621646110278441e-02, -9.508030466666638e-05,  1.275288363622122e-02, -6.782170865195608e-02, -1.058151869080568e-04,  1.246272369534205e-02, -6.501252545671206e-02, -9.559149648091474e-05,  1.198855987770798e-02, -5.979547094390580e-02, -8.485662609757599e-05,  1.152147312933913e-02, -5.016398569152213e-02, -6.798754332211146e-05,  1.028298553548137e-02, -3.531544592787586e-02, -2.633792270422261e-03, -3.431725336235141e-03,  1.329845266958540e-02, -2.924640498793370e-03, -6.330791022026697e-03,  2.063552999113330e-02, -3.070064614086912e-03, -6.802325802066039e-03,  2.556512881703772e-02, -2.892324031710684e-03, -6.330791022079775e-03,  2.522120331594260e-02, -2.649950508119518e-03, -4.112831131557910e-03,  2.006232082206965e-02, -1.987462878779180e-03, -2.101531548174320e-03,  9.859197666901196e-03, -2.548009782574174e-02,  5.601314184520532e-02
  2.200000000000000e+00,  7.109086391117280e-01,  8.939747992972725e-01, -2.880769393951065e-01, -2.616993887725495e-02, -1.301874840536226e-01,  1.027717530639913e-01, -3.469446951953613e-18,  3.686287386450714e-18,  0.000000000000000e+00, -1.803791747564079e-03,  1.207835006397800e-02, -6.519940015146571e-02, -2.795877230299149e-03,  1.310366456752843e-02, -6.677999167720265e-02, -3.111540795128761e-03,  1.280552348414107e-02, -6.401395652225769e-02, -2.810908833959111e-03,  1.231831731161275e-02, -5.887703408507778e-02, -2.495245277906063e-03,  1.183838287051572e-02, -4.939348497142940e-02, -1.999202545682128e-03,  1.056582942598276e-02, -3.477301342126566e-02, -1.854487985659165e-03, -3.432950018252870e-03,  1.294570582509938e-02, -2.059278071953169e-03, -6.333050295122656e-03,  2.008816420406277e-02, -2.161673115682907e-03, -6.804753352044163e-03,  2.488700342731054e-02, -2.036523619879970e-03, -6.333050295203465e-03,  2.455220068972023e-02, -1.865865214829023e-03, -4.114298880182304e-03,  1.953015964133304e-02, -1.399398909293085e-03, -2.102281523188494e-03,  9.597678456123753e-03, -2.562033187569091e-02,  5.450193244832718e-02
  2.210000000000000e+00,  7.245651350112794e-01,  8.939220099542435e-01, -2.886965072638831e-01, -1.690885721714854e-02, -1.346950375635941e-01,  9.969862886506614e-02,  0.000000000000000e+00,  9.432558900623887e-18,  0.000000000000000e+00, -3.635645842792914e-03,  1.236732623272576e-02, -6.415590145638161e-02, -5.635251070300218e-03,  1.341717152443012e-02, -6.571119604323979e-02, -6.271489098615378e-03,  1.311189737428404e-02, -6.298943052950072e-02, -5.665548123195840e-03,  1.261303472712489e-02, -5.793472314140976e-02, -5.029310100815042e-03,  1.212161778881058e-02, -4.860295565627313e-02, -4.029507492484690e-03,  1.081861833022959e-02, -3.421648078328531e-02, -1.031406821546356e-03, -3.452438072641130e-03,  1.256836807443306e-02, -1.145304509050620e-03, -6.369001540280781e-03,  1.950264011279296e-02, -1.202253352900560e-03, -6.843382345135385e-03,  2.416160413809045e-02, -1.132649211620086e-03, -6.369001540435256e-03,  2.383656013571268e-02, -1.037734472367168e-03, -4.137654792737974e-03,  1.896090010916627e-02, -7.783008529788514e-04, -2.114215683855886e-03,  9.317928055976872e-03, -2.589846617169037e-02,  5.288543446194625e-02
  2.220000000000000e+00,  7.382717655657962e-01,  8.942111483078079e-01, -2.893564685462664e-01, -7.369055639849256e-03, -1.389383126270445e-01,  9.689000816966263e-02,  0.000000000000000e+00,  9.595189226496713e-18,  0.000000000000000e+00, -5.494174606493877e-03,  1.261875677092803e-02, -6.313206760372392e-02, -8.515970647847071e-03,  1.368994565298760e-02, -6.466254197486324e-02, -9.477451207284856e-03,  1.337846520933231e-02, -6.198421183609278e-02, -8.561755439234429e-03,  1.286946057123776e-02, -5.701017014568183e-02, -7.600274883402374e-03,  1.236805301519693e-02, -4.782732394825948e-02, -6.089376865093209e-03,  1.103856328350718e-02, -3.367043606053868e-02, -2.038560354282468e-04, -3.480370987937489e-03,  1.216856660525849e-02, -2.263677462195102e-04, -6.420531727299328e-03,  1.888225852578187e-02, -2.376236013105008e-04, -6.898750642654137e-03,  2.339302028424754e-02, -2.238664455060636e-04, -6.420531727532193e-03,  2.307831597527648e-02, -2.051066869643913e-04, -4.171131645455413e-03,  1.835775134480309e-02, -1.538300144274784e-04, -2.131321336931324e-03,  9.021523519319121e-03, -2.623332774248340e-02,  5.117354356198073e-02
  2.230000000000000e+00,  7.519934451139544e-01,  8.948410537396383e-01, -2.900414135600633e-01,  2.074901206571625e-03, -1.430042996573547e-01,  9.448515184879570e-02,  0.000000000000000e+00,  6.451002926288750e-18,  0.000000000000000e+00, -7.319464886387332e-03,  1.282598404423236e-02, -6.216747301116243e-02, -1.134517057749199e-02,  1.391476416156417e-02, -6.367456326980117e-02, -1.262607693425195e-02,  1.359816853429076e-02, -6.103715532525592e-02, -1.140616612041824e-02,  1.308080493900356e-02, -5.613911199678424e-02, -1.012525976564374e-02,  1.257116318655608e-02, -4.709657046743385e-02, -8.112406920372402e-03,  1.121984035919328e-02, -3.315598560973422e-02,  5.901070224428285e-04, -3.504406370076533e-03,  1.174993962108981e-02,  6.552722140545534e-04, -6.464871808514495e-03,  1.823266493139025e-02,  6.878548104444612e-04, -6.946393295436321e-03,  2.258824599858457e-02,  6.480316372531447e-04, -6.464871808798562e-03,  2.228436824971530e-02,  5.937273103792315e-04, -4.199937408733420e-03,  1.772620201742182e-02,  4.452954831831729e-04, -2.146040205436171e-03,  8.711162134945265e-03, -2.652574703829041e-02,  4.938294628105131e-02
  2.240000000000000e+00,  7.656884041712576e-01,  8.957967071210456e-01, -2.907388604297104e-01,  1.111356790603297e-02, -1.469767071925416e-01,  9.255850844537625e-02,  0.000000000000000e+00, -2.602085213965210e-18,  0.000000000000000e+00, -9.061451694770290e-03,  1.297868493135766e-02, -6.128886794168004e-02, -1.404525012825618e-02,  1.408042761376262e-02, -6.277465868243680e-02, -1.563100417564104e-02,  1.376006272807441e-02, -6.017452489185102e-02, -1.412076222748198e-02,  1.323653961460185e-02, -5.534570499315916e-02, -1.253500818116361e-02,  1.272083027731679e-02, -4.643096056491898e-02, -1.004310896360659e-02,  1.135341915730724e-02, -3.268739623814836e-02,  1.319371846026300e-03, -3.511096376696962e-03,  1.131759089852738e-02,  1.465069349687260e-03, -6.477213423317859e-03,  1.756177898324481e-02,  1.537918102243301e-03, -6.959654147731445e-03,  2.175709285204716e-02,  1.448880738535611e-03, -6.477213423612170e-03,  2.146439653574676e-02,  1.327466151582061e-03, -4.207955202771653e-03,  1.707395179027585e-02,  9.955996138285431e-04, -2.150137054255530e-03,  8.390627737281355e-03, -2.667016716329584e-02,  4.753675904779662e-02
  2.250000000000000e+00,  7.793099085311663e-01,  8.970496496818232e-01, -2.914412355395796e-01,  1.953972501711786e-02, -1.509162485982633e-01,  9.111357870707228e-02,  0.000000000000000e+00,  1.170938346284345e-17,  0.000000000000000e+00, -1.068558026041455e-02,  1.306312720203245e-02, -6.050847523446636e-02, -1.656264940421738e-02,  1.417203806966753e-02, -6.197534736328706e-02, -1.843262595032692e-02,  1.384958881624890e-02, -5.940832114173610e-02, -1.665169590794878e-02,  1.332265954253658e-02, -5.464098672911934e-02, -1.478171936251500e-02,  1.280359488346617e-02, -4.583975396749224e-02, -1.184318478947398e-02,  1.142728707704999e-02, -3.227118679342966e-02,  1.964012576035308e-03, -3.487777411991953e-03,  1.087781566125463e-02,  2.180897399735908e-03, -6.434194976416299e-03,  1.687936913223531e-02,  2.289339812331272e-03, -6.913431568186528e-03,  2.091166287001225e-02,  2.156799086479573e-03, -6.434194976683297e-03,  2.063034005125384e-02,  1.976061732823395e-03, -4.180008046348515e-03,  1.641049776845791e-02,  1.482046299641555e-03, -2.135856907843650e-03,  8.064587475016234e-03, -2.656936052503545e-02,  4.566306203802777e-02
