Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos
  2.050000000000000e+00,  3.897765462792232e-01,  3.930465338422673e-02,  1.188723276723015e-01,  6.698472508019632e-01, -5.297222585113126e-02,  2.522409192228156e-01
  2.060000000000000e+00,  3.848933643166746e-01,  4.270570989280142e-02,  1.289115334556203e-01,  5.972168624047282e-01, -4.326080140780060e-02,  2.465950134852085e-01
  2.070000000000000e+00,  3.778479929175856e-01,  4.681649361030060e-02,  1.391429333623898e-01,  5.250012251375352e-01, -3.251596014524621e-02,  2.382046768229301e-01
  2.080000000000000e+00,  3.691339443328632e-01,  5.159601211805542e-02,  1.495160162482750e-01,  4.550056574841860e-01, -2.117898483298316e-02,  2.272864066498408e-01
  2.090000000000000e+00,  3.594666378583437e-01,  5.691010422985521e-02,  1.599975533759670e-01,  3.892718437476503e-01, -9.883529972380463e-03,  2.142683630484943e-01
  2.100000000000000e+00,  3.496833166744617e-01,  6.248085021949490e-02,  1.705596394554585e-01,  3.298500444266721e-01,  6.103291135888985e-04,  1.998032614205182e-01
  2.110000000000000e+00,  3.405785025856358e-01,  6.787428868351064e-02,  1.810970851178880e-01,  2.785033283412258e-01,  9.566532470802426e-03,  1.848351944560906e-01
  2.120000000000000e+00,  3.327524993442269e-01,  7.255891606692555e-02,  1.913265078752198e-01,  2.364617965868886e-01,  1.645334690682557e-02,  1.706559449700806e-01
  2.130000000000000e+00,  3.265471421444553e-01,  7.601512136426214e-02,  2.007766073825054e-01,  2.043300400862670e-01,  2.107569046254616e-02,  1.588089891479987e-01
  2.140000000000000e+00,  3.220774924508145e-01,  7.783297002160627e-02,  2.089005336484038e-01,  1.821437607801760e-01,  2.362145583158921e-02,  1.508041807805721e-01
  2.150000000000000e+00,  3.193059244389638e-01,  7.775558472447019e-02,  2.152279037524203e-01,  1.694840210579384e-01,  2.463248259167077e-02,  1.477818393314617e-01
  2.160000000000000e+00,  3.181021666140774e-01,  7.567514007104958e-02,  2.194760785969081e-01,  1.655734182029263e-01,  2.491755547467540e-02,  1.502796388554923e-01
  2.170000000000000e+00,  3.182691304055778e-01,  7.161077295130425e-02,  2.216001579522959e-01,  1.693422443428450e-01,  2.541234811653306e-02,  1.581520604291526e-01
  2.180000000000000e+00,  3.195409591702479e-01,  6.568807617697248e-02,  2.217728530919559e-01,  1.794864584582341e-01,  2.699598126155313e-02,  1.706369799157186e-01
  2.190000000000000e+00,  3.215667878050740e-01,  5.812267516237313e-02,  2.202897344115172e-01,  1.945413936971905e-01,  3.029691160224659e-02,  1.865489452383402e-01
  2.200000000000000e+00,  3.239008112184502e-01,  4.920288746457446e-02,  2.174624574090551e-01,  2.129882378576280e-01,  3.554915902486142e-02,  2.045240119672183e-01
  2.210000000000000e+00,  3.260238900360301e-01,  3.927092304764446e-02,  2.136015404593079e-01,  2.333827869456950e-01,  4.255597556306170e-02,  2.232122122685804e-01
  2.220000000000000e+00,  3.274003966318459e-01,  2.870133577847489e-02,  2.090725804640980e-01,  2.544536805253425e-01,  5.075212975636408e-02,  2.414190275996368e-01
  2.230000000000000e+00,  3.275458965435460e-01,  1.786554650456673e-02,  2.043010824134193e-01,  2.751307634184501e-01,  5.930820525710819e-02,  2.582715718777495e-01
  2.240000000000000e+00,  3.260843449336865e-01,  7.081622403362742e-03,  1.997009844709809e-01,  2.945376146537146e-01,  6.725666001663667e-02,  2.733462074826488e-01
  2.250000000000000e+00,  3.227856562465103e-01, -3.427672161909978e-03,  1.956122871369977e-01,  3.120019308921885e-01,  7.364508207972882e-02,  2.866125486599418e-01
  2.260000000000000e+00,  3.175710125775770e-01, -1.354939392397836e-02,  1.922822210891282e-01,  3.270774502661516e-01,  7.768768898774336e-02,  2.982277214910375e-01
  2.270000000000000e+00,  3.104793441537043e-01, -2.326884503790660e-02,  1.898626543436895e-01,  3.395359942923625e-01,  7.887349437846196e-02,  3.083585222507495e-01
  2.280000000000000e+00,  3.016119424757136e-01, -3.263923398936952e-02,  1.884105429939817e-01,  3.493189215408120e-01,  7.701597605530135e-02,  3.171217748880223e-01
  2.290000000000000e+00,  2.910846388201757e-01, -4.173939952293981e-02,  1.878960958964582e-01,  3.564742843357602e-01,  7.224215456606088e-02,  3.245969191624994e-01
  2.300000000000000e+00,  2.790058755295513e-01, -5.063150654309312e-02,  1.882159081111216e-01,  3.611073668626073e-01,  6.492533926957611e-02,  3.308428953571703e-01
  2.310000000000000e+00,  2.654785832268484e-01, -5.933282692960784e-02,  1.892046964368603e-01,  3.633533242415065e-01,  5.558706732997971e-02,  3.359046153618732e-01
  2.320000000000000e+00,  2.506106620870536e-01, -6.780819487286194e-02,  1.906470664077340e-01,  3.633674033357077e-01,  4.480251077254517e-02,  3.398238357312101e-01
  2.330000000000000e+00,  2.345200238047564e-01, -7.597933839055004e-02,  1.922938516548113e-01,  3.613249354986167e-01,  3.312832882458602e-02,  3.426547121820106e-01
  2.340000000000000e+00,  2.173304621071274e-01, -8.374388054416082e-02,  1.938847434647140e-01,  3.574221334803303e-01,  2.105646541073060e-02,  3.444740121829555e-01
  2.350000000000000e+00,  1.991638218006057e-01, -9.099902076267319e-02,  1.951754170889497e-01,  3.518699316208172e-01,  8.991330523156711e-03,  3.453841933338832e-01
  2.360000000000000e+00,  1.801356891239229e-01, -9.766429524803155e-02,  1.959632895140818e-01,  3.448808473251435e-01, -2.756078913452873e-03,  3.455083694122916e-01
  2.370000000000000e+00,  1.603562499007135e-01, -1.036956499263222e-01,  1.961063025035433e-01,  3.366562995320910e-01, -1.396561828771297e-02,  3.449729942970733e-01
  2.380000000000000e+00,  1.399333776938410e-01, -1.090867112185259e-01,  1.955321391891738e-01,  3.273807237884902e-01, -2.450162566365623e-02,  3.438831599571892e-01
  2.390000000000000e+00,  1.189811692775601e-01, -1.138621007392189e-01,  1.942285491801602e-01,  3.172237731607566e-01, -3.429999110443456e-02,  3.423160874612373e-01
  2.400000000000000e+00,  9.758831054748025e-02, -1.180590743803769e-01,  1.922580387025243e-01,  3.063389504048396e-01, -4.336063558270018e-02,  3.402798229359473e-01
  2.410000000000000e+00,  7.585767451012795e-02, -1.217248271563054e-01,  1.896900352428796e-01,  2.948773453175179e-01, -5.171931337708389e-02,  3.377940616982862e-01
  2.420000000000000e+00,  5.387661796757883e-02, -1.249008297798178e-01,  1.866036562756767e-01,  2.829870221579479e-01, -5.944259131109742e-02,  3.348729493228713e-01
  2.430000000000000e+00,  3.172310603548800e-02, -1.276167150923531e-01,  1.830691304760522e-01,  2.708175562257362e-01, -6.661837681313308e-02,  3.315434003444040e-01
  2.440000000000000e+00,  9.486610024143910e-03, -1.299000232632574e-01,  1.791055836595140e-01,  2.585186224728765e-01, -7.333736970755010e-02,  3.279148949282991e-01
  2.450000000000000e+00, -1.276217431219643e-02, -1.317675715034039e-01,  1.747346407799202e-01,  2.462343799449569e-01, -7.969906765815461e-02,  3.241064156646191e-01
  2.460000000000000e+00, -3.495024896106132e-02, -1.332376151215897e-01,  1.699584056959397e-01,  2.341010938461031e-01, -8.579862014277545e-02,  3.202904716416365e-01
  2.470000000000000e+00, -5.700895747271013e-02, -1.343284891934255e-01,  1.647831117443836e-01,  2.222434255946256e-01, -9.172864568887977e-02,  3.166582320931929e-01
  2.480000000000000e+00, -7.887672709839498e-02, -1.350581807792313e-01,  1.592331498746810e-01,  2.107708700542362e-01, -9.757922048123631e-02,  3.133928371861001e-01
  2.490000000000000e+00, -1.004982929894089e-01, -1.354440881357528e-01,  1.533562340185823e-01,  1.997770628771942e-01, -1.034370877430156e-01,  3.106487920228017e-01
  2.500000000000000e+00, -1.218160032137983e-01, -1.355031682298056e-01,  1.472187606327107e-01,  1.893450721880196e-01, -1.093857961319421e-01,  3.085402999264459e-01
  2.510000000000000e+00, -1.427563598755226e-01, -1.352531000970632e-01,  1.408990808077490e-01,  1.795565285025007e-01, -1.155067764924710e-01,  3.071341454792552e-01
  2.520000000000000e+00, -1.632222273007053e-01, -1.347154722194954e-01,  1.344847404711033e-01,  1.704983960894686e-01, -1.218786040282655e-01,  3.064444569101790e-01
  2.530000000000000e+00, -1.830931973677977e-01, -1.339207827270770e-01,  1.280712385589944e-01,  1.622648846245182e-01, -1.285735513836560e-01,  3.064330702353623e-01
  2.540000000000000e+00, -2.022276001673649e-01, -1.329144019905000e-01,  1.217573686788998e-01,  1.549561195751807e-01, -1.356527691642217e-01,  3.070200862011631e-01
  2.550000000000000e+00, -2.204675236212088e-01, -1.317608725956589e-01,  1.156366407322814e-01,  1.486740543927312e-01, -1.431616891104006e-01,  3.081012997838681e-01
  2.560000000000000e+00, -2.376524460983405e-01, -1.305429099226347e-01,  1.097881133946981e-01,  1.435154550049830e-01, -1.511271096314293e-01,  3.095637036561918e-01
  2.570000000000000e+00, -2.536388211466503e-01, -1.293548522315036e-01,  1.042697336090667e-01,  1.395629144011283e-01, -1.595560934774179e-01,  3.112945451150355e-01
  2.580000000000000e+00, -2.683192599651073e-01, -1.282929735400271e-01,  9.911544679824684e-02,  1.368754061999911e-01, -1.684357452031331e-01,  3.131838474929793e-01
  2.590000000000000e+00, -2.816379359992858e-01, -1.274447067128575e-01,  9.433604154627312e-02,  1.354801517888727e-01, -1.777337632392679e-01,  3.151210442209711e-01
  2.600000000000000e+00, -2.936025190260918e-01, -1.268790013577914e-01,  8.992369248132455e-02,  1.353666338479099e-01, -1.874004246808474e-01,  3.169876831114359e-01
  2.610000000000000e+00, -3.042945198184838e-01, -1.266400182841803e-01,  8.585827701316195e-02,  1.364826163270780e-01, -1.973707452397573e-01,  3.186505597504298e-01
  2.620000000000000e+00, -3.138760925060723e-01, -1.267443459322510e-01,  8.210959773651973e-02,  1.387336047355257e-01, -2.075644484775224e-01,  3.199601840202199e-01
  2.630000000000000e+00, -3.225858374467623e-01, -1.271808541795034e-01,  7.863285966650370e-02,  1.419887513106843e-01, -2.178842895795574e-01,  3.207549649954339e-01
