Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos
  3.180000000000000e+00, -2.397190303072378e-01, -7.888359492927899e-02, -6.169432843805062e-02,  1.597677867159499e-01, -1.683291778496542e-01,  3.432022249813098e-01
  3.190000000000000e+00, -2.564638342959661e-01, -7.558674853799108e-02, -6.641484348304308e-02,  1.541763590515367e-01, -1.768529534063523e-01,  3.447422552731516e-01
  3.200000000000000e+00, -2.725474659426101e-01, -7.249535532655815e-02, -7.090196418913776e-02,  1.497458336927672e-01, -1.856285840819018e-01,  3.460667219230105e-01
  3.210000000000000e+00, -2.880277470657325e-01, -6.964250576304765e-02, -7.510157421114892e-02,  1.464042275956348e-01, -1.946092498036316e-01,  3.470389334638246e-01
  3.220000000000000e+00, -3.029882858785453e-01, -6.705492873025909e-02, -7.893004919276696e-02,  1.440842079807641e-01, -2.037389588223782e-01,  3.474456373730381e-01
  3.230000000000000e+00, -3.175111743305436e-01, -6.475608638894537e-02, -8.229064260173891e-02,  1.427439933276540e-01, -2.129542796711119e-01,  3.469959251838563e-01
  3.240000000000000e+00, -3.316699898754219e-01, -6.276412205992243e-02, -8.509153386326702e-02,  1.423697346616707e-01, -2.221795854199938e-01,  3.453544965617761e-01
  3.250000000000000e+00, -3.455128343097429e-01, -6.108639190129184e-02, -8.726752409248539e-02,  1.429739258157883e-01, -2.313245492727768e-01,  3.421972091517175e-01
  3.260000000000000e+00, -3.590448042394172e-01, -5.970755993135413e-02, -8.879828241324010e-02,  1.445906211280725e-01, -2.402812784854171e-01,  3.372723453442499e-01
  3.270000000000000e+00, -3.722120361139386e-01, -5.857139104843845e-02, -8.971480380624754e-02,  1.472715518983789e-01, -2.489209187348481e-01,  3.304439029320372e-01
  3.280000000000000e+00, -3.848958847826952e-01, -5.755973529398228e-02, -9.008792241879306e-02,  1.510856784861670e-01, -2.570922816980332e-01,  3.217044113059604e-01
  3.290000000000000e+00, -3.969245094678002e-01, -5.647643000455682e-02, -9.000278829550111e-02,  1.561190968135592e-01, -2.646239325566725e-01,  3.111606251413327e-01
  3.300000000000000e+00, -4.080983939472437e-01, -5.504471452348514e-02, -8.953214067606946e-02,  1.624738402707795e-01, -2.713286584195096e-01,  2.990014609939916e-01
  3.310000000000000e+00, -4.182186080464728e-01, -5.292588721570346e-02, -8.872139073897470e-02,  1.702656043258717e-01, -2.770061058815628e-01,  2.854620646203797e-01
  3.320000000000000e+00, -4.271105938861604e-01, -4.976277386170991e-02, -8.759579476802221e-02,  1.796178718738541e-01, -2.814390932415046e-01,  2.708020917373296e-01
  3.330000000000000e+00, -4.346383394034345e-01, -4.524176724222762e-02, -8.618910804961720e-02,  1.906517363074378e-01, -2.843837546270674e-01,  2.553041035174856e-01
  3.340000000000000e+00, -4.407075668411460e-01, -3.915482221943534e-02, -8.457832055914057e-02,  2.034780855875143e-01, -2.855595417513812e-01,  2.392772849113578e-01
  3.350000000000001e+00, -4.452575915555071e-01, -3.144347007320047e-02, -8.290530077613203e-02,  2.181992970875251e-01, -2.846458641919258e-01,  2.230469603360781e-01
  3.360000000000000e+00, -4.482453905902565e-01, -2.221779164212934e-02, -8.137663918894436e-02,  2.349201033983845e-01, -2.812873778689206e-01,  2.069247403132582e-01
  3.370000000000000e+00, -4.496266102798238e-01, -1.174973975897631e-02, -8.024101403734862e-02,  2.537632277032357e-01, -2.751077194379138e-01,  1.911627621042111e-01
  3.380000000000000e+00, -4.493395036006171e-01, -4.409847954662816e-04, -7.974601919510811e-02,  2.748842892462977e-01, -2.657310335619242e-01,  1.758964401560484e-01
  3.390000000000000e+00, -4.472964156086662e-01,  1.122959612910113e-02, -8.008470001813930e-02,  2.984796741759451e-01, -2.528075236524756e-01,  1.610898174491670e-01
  3.400000000000000e+00, -4.433802640752735e-01,  2.276568742167839e-02, -8.135327843034514e-02,  3.247830616654684e-01, -2.360391729749939e-01,  1.465113824311329e-01
  3.410000000000000e+00, -4.374415384806677e-01,  3.370766767274347e-02, -8.353512778273864e-02,  3.540491550809280e-01, -2.152076598541620e-01,  1.317616398355653e-01
  3.420000000000000e+00, -4.292985812099123e-01,  4.367803470530474e-02, -8.650480735589210e-02,  3.865256343234580e-01, -1.902103457271283e-01,  1.163490102361593e-01
  3.430000000000000e+00, -4.187494233352365e-01,  5.242138439282584e-02, -9.003896396807992e-02,  4.224154634132659e-01, -1.611083350801093e-01,  9.979773837597261e-02
  3.440000000000000e+00, -4.056021006840193e-01,  5.983606395100893e-02, -9.383216771666308e-02,  4.618318076113132e-01, -1.281863789949356e-01,  8.177646171225293e-02
  3.450000000000000e+00, -3.897212572701912e-01,  6.598480427941311e-02, -9.752589712647405e-02,  5.047531729012776e-01, -9.201727560617337e-02,  6.223680986406131e-02
  3.460000000000000e+00, -3.710750159408089e-01,  7.107276315330813e-02, -1.007562832913693e-01,  5.509938671047544e-01, -5.351224351224364e-02,  4.153299371896400e-02
  3.470000000000000e+00, -3.497173138868087e-01,  7.539547659394485e-02, -1.032014191038908e-01,  6.002085198548492e-01, -1.393769208005238e-02,  2.045971992851628e-02
  3.480000000000000e+00, -3.258619322071167e-01,  7.926864006677969e-02, -1.046549535699163e-01,  6.518959892673807e-01,  2.516082021049944e-02,  2.236522173407733e-04
  3.490000000000000e+00, -2.999755103149208e-01,  8.295666934360457e-02, -1.050561039281549e-01,  7.054248422046971e-01,  6.209518119261104e-02, -1.771712441052451e-02
