Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosX.Pos,Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosY.Pos,Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosZ.Pos,Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[1],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.SacrumPelvis.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L5Sacrum.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L4L5.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L3L4.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L2L3.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.L1L2.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Lumbar.T12L1.Pos[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[0],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[1],Main.Studies.MarkerTracking.JointAngleOutputs.ZeroVar[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.T1C7.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C7C6.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C6C5.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C5C4.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C4C3.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[0],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[1],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C3C2.Pos[2],Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C2C1.Pos,Main.HumanModel.BodyModel.Trunk.Joints.Cervical.C1C0.Pos
  1.600000000000000e+00, -3.270404336645562e-02,  8.819102303889109e-01, -3.242296414142840e-01,  3.678524083248830e-02,  1.166020776726620e-01,  1.321920934030578e-01,  8.673617379884035e-19,  9.107298248878237e-18,  0.000000000000000e+00, -1.752812855044794e-03, -3.433252063265446e-02, -7.034756288080404e-02, -2.716859925592925e-03, -3.724696097532304e-02, -7.205295834423506e-02, -3.023602175319768e-03, -3.639949959904337e-02, -6.906851628205532e-02, -2.731466699390183e-03, -3.501462369148232e-02, -6.352598102413928e-02, -2.424724449728688e-03, -3.365041757359832e-02, -5.329360824080718e-02, -1.942700914600411e-03, -3.003320438232612e-02, -3.751870020051534e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.338234780606542e-02, -5.956261768227466e-03,  5.463718581098312e-03,  2.596444756372885e-02, -1.098801471229325e-02,  8.478184001997974e-03,  2.725549744263280e-02, -1.180643235962961e-02,  1.050352795684789e-02,  2.567754759088982e-02, -1.098801471192119e-02,  1.036222488990594e-02,  2.352579779296588e-02, -7.138420591912513e-03,  8.242678889936506e-03,  1.764434834495044e-02, -3.647515688044997e-03,  4.050687912590189e-03, -4.627961390411163e-02,  2.139477159430593e-02
  1.610000000000000e+00, -1.901787469371402e-02,  8.816519292281102e-01, -3.234203569974670e-01,  2.890949007009406e-02,  1.192790538513868e-01,  1.296212651300503e-01,  0.000000000000000e+00, -4.336808689942019e-19,  0.000000000000000e+00, -2.715395414149669e-04, -3.461202793438303e-02, -6.958579119692621e-02, -4.208862891582753e-04, -3.755019526656181e-02, -7.127271946834973e-02, -4.684057088905146e-04, -3.669583455295153e-02, -6.832059499329868e-02, -4.231491186615610e-04, -3.529968411851500e-02, -6.283807811108356e-02, -3.756296989157879e-04, -3.392437175026364e-02, -5.271650848240712e-02, -3.009563250277280e-04, -3.027771016777319e-02, -3.711242197156552e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.299414040117597e-02, -5.829050726258939e-03,  5.742109425111820e-03,  2.553337062950530e-02, -1.075333785377704e-02,  8.910169797502223e-03,  2.680298574367537e-02, -1.155427612150114e-02,  1.103871036021591e-02,  2.525123393747098e-02, -1.075333785376668e-02,  1.089020753025595e-02,  2.313520874720235e-02, -6.985961557408917e-03,  8.662665080897030e-03,  1.735140656042394e-02, -3.569613761110226e-03,  4.257081125496219e-03, -4.538044109407698e-02,  2.262055964532619e-02
  1.620000000000000e+00, -5.183937781801526e-03,  8.817303717838056e-01, -3.224799628031019e-01,  2.037465088290409e-02,  1.210404573592693e-01,  1.271339281077057e-01,  8.673617379884035e-19,  1.929879867024198e-17,  0.000000000000000e+00,  1.276368959316965e-03, -3.478160672038693e-02, -6.882601715991488e-02,  1.978371886982572e-03, -3.773416936191389e-02, -7.049452666680239e-02,  2.201736454880404e-03, -3.687562277821026e-02, -6.757463502968042e-02,  1.989008294984945e-03, -3.547263201947436e-02, -6.215197913219290e-02,  1.765643727101577e-03, -3.409058142131600e-02, -5.214092209071131e-02,  1.414642263288258e-03, -3.042605332013144e-02, -3.670720915180163e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.252858843534076e-02, -5.684477388967539e-03,  6.012936431938944e-03,  2.501640801713368e-02, -1.048663131551433e-02,  9.330418601172808e-03,  2.626031780803686e-02, -1.126770454452505e-02,  1.155935193364375e-02,  2.473998361916057e-02, -1.048663131550126e-02,  1.140384495695502e-02,  2.266680063433973e-02, -6.812694275306998e-03,  9.071240306683907e-03,  1.700010047577976e-02, -3.481079452774847e-03,  4.457866665034268e-03, -4.434133727832887e-02,  2.382329287574209e-02
  1.630000000000000e+00,  8.772966263083909e-03,  8.821551316036438e-01, -3.214201391687490e-01,  1.147244515075056e-02,  1.219175456745230e-01,  1.249115015213993e-01, -1.734723475976807e-18, -4.553649124439118e-18,  0.000000000000000e+00,  2.844000048056675e-03, -3.483651008479766e-02, -6.811238987087262e-02,  4.408200074534791e-03, -3.779373339723532e-02, -6.976359932226552e-02,  4.905900082963436e-03, -3.693383158298404e-02, -6.687398278224886e-02,  4.431900074941873e-03, -3.552862617920632e-02, -6.150755206510249e-02,  3.934200066527637e-03, -3.414439399040959e-02, -5.160029535656442e-02,  3.152100053310760e-03, -3.047408136859159e-02, -3.632660793095048e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.200942107583426e-02, -5.531206249488825e-03,  6.274266916069146e-03,  2.443990929277096e-02, -1.020387921342011e-02,  9.735931421343300e-03,  2.565515340124724e-02, -1.096389228585922e-02,  1.206173726084584e-02,  2.416985504645016e-02, -1.020387921340388e-02,  1.189947173715292e-02,  2.214444819901054e-02, -6.629002909667185e-03,  9.465488881845488e-03,  1.660833614928591e-02, -3.387218754974045e-03,  4.651611679123660e-03, -4.322759772196466e-02,  2.499063499303097e-02
  1.640000000000000e+00,  2.282099675814464e-02,  8.829260676519169e-01, -3.202563022351708e-01,  2.502188939392056e-03,  1.219903256783182e-01,  1.231112237604853e-01,  1.734723475976807e-18,  7.535205098774256e-18,  0.000000000000000e+00,  4.384629136882881e-03, -3.477458035579962e-02, -6.748461004042003e-02,  6.796175162219755e-03, -3.772654653892499e-02, -6.912060058682939e-02,  7.563485261193402e-03, -3.686817339348155e-02, -6.625761713052269e-02,  6.832713738364261e-03, -3.546546605824327e-02, -6.094064785455474e-02,  6.065403639403615e-03, -3.408369465338063e-02, -5.112470457589142e-02,  4.859630626759321e-03, -3.041990683744729e-02, -3.599179202134337e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.146088955505103e-02, -5.379629613761828e-03,  6.526580709368910e-03,  2.383080373901468e-02, -9.924253104251816e-03,  1.012745282470374e-02,  2.501576083100570e-02, -1.066343885269582e-02,  1.254678877722070e-02,  2.356747994080341e-02, -9.924253104231886e-03,  1.237799789680397e-02,  2.159255145417605e-02, -6.447342361500421e-03,  9.846134690663432e-03,  1.619441359066360e-02, -3.294395743100746e-03,  4.838671905182783e-03, -4.211863537491708e-02,  2.612019324934681e-02
  1.650000000000000e+00,  3.692152318215269e-02,  8.840312833273110e-01, -3.190065380817654e-01, -6.259320649480569e-03,  1.213834245445770e-01,  1.218358189762490e-01,  0.000000000000000e+00,  6.938893903907228e-18,  0.000000000000000e+00,  5.856554249309111e-03, -3.459659729208461e-02, -6.697102059918641e-02,  9.077659086483066e-03, -3.753345473831472e-02, -6.859456049247208e-02,  1.010255608013057e-02, -3.667947491352955e-02, -6.575336567912021e-02,  9.126463705226859e-03, -3.528394690717143e-02, -6.047686102578544e-02,  8.101566711589396e-03, -3.390924767702634e-02, -5.073562166583680e-02,  6.491014293027594e-03, -3.026421183950952e-02, -3.571787765265026e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.090420883681449e-02, -5.240902034186094e-03,  6.772472020207705e-03,  2.321264907642968e-02, -9.668330724624788e-03,  1.050900830700098e-02,  2.436686919624759e-02, -1.038845466823949e-02,  1.301949362472194e-02,  2.295615571648080e-02, -9.668330724601279e-03,  1.284434348626567e-02,  2.103245551681147e-02, -6.281081063835031e-03,  1.021709140955859e-02,  1.577434163764431e-02, -3.209441279608277e-03,  5.020970635623517e-03, -4.110033192584290e-02,  2.721883310092396e-02
  1.660000000000000e+00,  5.103007574994066e-02,  8.854461900832898e-01, -3.176901566117254e-01, -1.458498643365080e-02,  1.202544075912490e-01,  1.211129460231394e-01,  0.000000000000000e+00, -6.830473686658678e-18,  0.000000000000000e+00,  7.227178449742249e-03, -3.430555457586156e-02, -6.658386191880762e-02,  1.120212659715524e-02, -3.721770580716886e-02, -6.819801614711161e-02,  1.246688282587667e-02, -3.637091005906400e-02, -6.537324624746631e-02,  1.126235308423041e-02, -3.498712188532955e-02, -6.012724500530337e-02,  9.997596855514594e-03, -3.362398726642556e-02, -5.044231963521799e-02,  8.010122781833294e-03, -3.000961517083453e-02, -3.551139302307969e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  2.035507177952239e-02, -5.125916394789664e-03,  7.015995901038312e-03,  2.260287111710207e-02, -9.456207089603619e-03,  1.088689019100937e-02,  2.372677078590315e-02, -1.016053147971139e-02,  1.348764729212061e-02,  2.235311563515805e-02, -9.456207089576384e-03,  1.330619912226312e-02,  2.047994952051953e-02, -6.143273847148369e-03,  1.058447657456159e-02,  1.535996214042935e-02, -3.139025985589603e-03,  5.201514202437653e-03, -4.025685264623179e-02,  2.830033829719089e-02
  1.670000000000000e+00,  6.509849432561890e-02,  8.871342713376197e-01, -3.163266187545630e-01, -2.231630202911283e-02,  1.187771579816718e-01,  1.208934662962827e-01,  2.602085213965211e-18, -1.409462824231156e-17,  0.000000000000000e+00,  8.475757207185654e-03, -3.390571220379488e-02, -6.631853483186594e-02,  1.313742367119147e-02, -3.678392136739547e-02, -6.792625688836314e-02,  1.462068118246271e-02, -3.594699529855340e-02, -6.511274328937057e-02,  1.320805498123904e-02, -3.457933562507742e-02, -5.988764660556458e-02,  1.172479746996796e-02, -3.323208878254724e-02, -5.024131426629806e-02,  9.393964237989254e-03, -2.965984336673437e-02, -3.536988524334722e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.982200912832851e-02, -5.044216563979111e-03,  7.261848064065905e-03,  2.201094265166323e-02, -9.305488572203285e-03,  1.126838492670658e-02,  2.310540941334223e-02, -9.998587031358169e-03,  1.396027688133531e-02,  2.176772781574684e-02, -9.305488572172999e-03,  1.377247046588168e-02,  1.994361654631351e-02, -6.045358782737196e-03,  1.095537423426271e-02,  1.495771240977807e-02, -3.088994367397391e-03,  5.383783909502292e-03, -3.966198153169600e-02,  2.938224037289188e-02
  1.680000000000000e+00,  7.907828886623075e-02,  8.890499055965879e-01, -3.149349933064960e-01, -2.937274573257102e-02,  1.171210473943553e-01,  1.210685049159402e-01,  0.000000000000000e+00, -6.288372600415926e-18,  0.000000000000000e+00,  9.594689464127960e-03, -3.340149596061190e-02, -6.615681277392974e-02,  1.487176866944909e-02, -3.623690290248566e-02, -6.776061429568823e-02,  1.655083932568185e-02, -3.541242286974890e-02, -6.495396163248371e-02,  1.495172441496503e-02, -3.406510184064001e-02, -5.974160668657021e-02,  1.327265375872671e-02, -3.273789008062068e-02, -5.011879755572494e-02,  1.063411415608831e-02, -2.921876798964633e-02, -3.528363347909488e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.930548542295532e-02, -5.002990474291161e-03,  7.514475639416133e-03,  2.143737951870118e-02, -9.229435353312439e-03,  1.166039323325963e-02,  2.250332656658588e-02, -9.916869158921518e-03,  1.444593161666794e-02,  2.120050239696101e-02, -9.229435353280196e-03,  1.425159172943797e-02,  1.942392398385238e-02, -5.995950415703802e-03,  1.133649342118581e-02,  1.456794298793418e-02, -3.063748195424048e-03,  5.571076767084160e-03, -3.937111061507892e-02,  3.048224219703754e-02
  1.690000000000000e+00,  9.292505347871882e-02,  8.911430693396117e-01, -3.135337528535477e-01, -3.574929663369518e-02,  1.154288592416646e-01,  1.215016522895096e-01,  0.000000000000000e+00,  5.637851296924623e-18,  0.000000000000000e+00,  1.058888970162078e-02, -3.279600276615323e-02, -6.607314027679013e-02,  1.641277903755811e-02, -3.558001022553516e-02, -6.767491337437603e-02,  1.826583473534856e-02, -3.477047614160810e-02, -6.487181045347457e-02,  1.650101978504821e-02, -3.344757898006624e-02, -5.966604788612254e-02,  1.464796408724704e-02, -3.214442655227705e-02, -5.005540930031410e-02,  1.173601941929768e-02, -2.868909814524622e-02, -3.523900814728372e-02,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  0.000000000000000e+00,  1.879825588504367e-02, -5.006425040917640e-03,  7.777217499594958e-03,  2.087413690298361e-02, -9.235771385893472e-03,  1.206809611973369e-02,  2.191207741196451e-02, -9.923677116687577e-03,  1.495103019268580e-02,  2.064348345655422e-02, -9.235771385860812e-03,  1.474989525734765e-02,  1.891358260828364e-02, -6.000066652041914e-03,  1.173287122747876e-02,  1.418518695625756e-02, -3.065851466928681e-03,  5.765868146180199e-03, -3.941608282727670e-02,  3.161460882562581e-02
