Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos[0]
  3.120000000000000e+00, -1.009053043442288e-01, -1.036335120848735e-01, -3.043157420159227e-02,  2.198939741267612e-01, -1.287785877915962e-01,  3.366200135116697e-01
  3.130000000000000e+00, -1.215515696002828e-01, -1.002386777392457e-01, -3.598232179772068e-02,  2.077164916112718e-01, -1.357111367651319e-01,  3.376913868598497e-01
  3.140000000000000e+00, -1.416642379335576e-01, -9.671085688392989e-02, -4.151253591492032e-02,  1.963078736425440e-01, -1.428636384732461e-01,  3.391347515130814e-01
  3.150000000000000e+00, -1.611670739642149e-01, -9.310023656234301e-02, -4.694568381611292e-02,  1.858518537532870e-01, -1.502682721988619e-01,  3.408258825814188e-01
  3.160000000000000e+00, -1.799973221723081e-01, -8.946988780056020e-02, -5.223061377234470e-02,  1.765021512004381e-01, -1.579496101181291e-01,  3.426432696279106e-01
  3.170000000000000e+00, -1.981108739125999e-01, -8.588526729756651e-02, -5.733520678676587e-02,  1.683617610414478e-01, -1.659272388022600e-01,  3.444769650056864e-01
  3.180000000000000e+00, -2.154860150364763e-01, -8.240591819499099e-02, -6.223750404609085e-02,  1.614730455120960e-01, -1.742099567325096e-01,  3.462341953056036e-01
  3.190000000000000e+00, -2.321286339624519e-01, -7.908142832299414e-02, -6.691562092830501e-02,  1.558208612112298e-01, -1.827862637531600e-01,  3.478353878052993e-01
  3.200000000000000e+00, -2.480768230037668e-01, -7.595094247119238e-02, -7.133497045997490e-02,  1.513481754327668e-01, -1.916229057837051e-01,  3.491904546539904e-01
  3.210000000000000e+00, -2.633974996665852e-01, -7.304484721626348e-02, -7.543648089704952e-02,  1.479810790988424e-01, -2.006728807397543e-01,  3.501599811605622e-01
  3.220000000000000e+00, -2.781751016602077e-01, -7.038707955047285e-02, -7.913422524640165e-02,  1.456542067461213e-01, -2.098820699072021e-01,  3.505250902793600e-01
  3.230000000000000e+00, -2.924987794279775e-01, -6.799659838028860e-02, -8.232646604056953e-02,  1.443263787240252e-01, -2.191884439790713e-01,  3.499871489656343e-01
  3.240000000000000e+00, -3.064587387439965e-01, -6.588510543092907e-02, -8.491270972873746e-02,  1.439813688018155e-01, -2.285167160441173e-01,  3.482014646849840e-01
  3.250000000000000e+00, -3.200947778054462e-01, -6.405698725501829e-02, -8.682648246998016e-02,  1.446394388737512e-01, -2.377804671042693e-01,  3.448304326292480e-01
  3.260000000000000e+00, -3.334300286543919e-01, -6.249127628502982e-02, -8.803932178356155e-02,  1.463320991805490e-01, -2.468709273562801e-01,  3.396122125424601e-01
  3.270000000000000e+00, -3.464187331775053e-01, -6.112964159092926e-02, -8.857969883869628e-02,  1.491114516437412e-01, -2.556582235676063e-01,  3.324031263183578e-01
  3.280000000000000e+00, -3.589462860667291e-01, -5.985614897879432e-02, -8.852087803060776e-02,  1.530463657053944e-01, -2.639884464180430e-01,  3.231942938748252e-01
  3.290000000000000e+00, -3.708386203908391e-01, -5.848242311752427e-02, -8.795708335244264e-02,  1.582224555939864e-01, -2.716857663134440e-01,  3.120999263189890e-01
  3.300000000000000e+00, -3.818870744135556e-01, -5.674456177989495e-02, -8.697705321966762e-02,  1.647409559462712e-01, -2.785573557639912e-01,  2.993261990035662e-01
  3.310000000000000e+00, -3.918784632794481e-01, -5.431873390168840e-02, -8.564719046211601e-02,  1.727166063793994e-01, -2.843970144524933e-01,  2.851334140012709e-01
  3.320000000000000e+00, -4.006220272059697e-01, -5.086005847009600e-02, -8.401465800568182e-02,  1.822719437617613e-01, -2.889827515912999e-01,  2.698094044319539e-01
  3.330000000000000e+00, -4.079683915744491e-01, -4.606082853415372e-02, -8.213215118435291e-02,  1.935269489865398e-01, -2.920676534948129e-01,  2.536628006633607e-01
  3.340000000000000e+00, -4.138162789000809e-01, -3.971202348156511e-02, -8.009090306042300e-02,  2.065907539735992e-01, -2.933697156648796e-01,  2.370237620946232e-01
  3.350000000000001e+00, -4.181059027875466e-01, -3.174985052762236e-02, -7.804310189100722e-02,  2.215628296301327e-01, -2.925676101938778e-01,  2.202333869972181e-01
  3.360000000000000e+00, -4.208027469946861e-01, -2.227805316556952e-02, -7.620346644852093e-02,  2.385436168115336e-01, -2.893049830237490e-01,  2.036151544726702e-01
  3.370000000000000e+00, -4.218768054566608e-01, -1.156352685903972e-02, -7.482761774921352e-02,  2.576504174804815e-01, -2.832036042653458e-01,  1.874300607798831e-01
  3.380000000000000e+00, -4.212834155974240e-01, -4.930430373084604e-06, -7.416859319017259e-02,  2.790330809988820e-01, -2.738849065203819e-01,  1.718191569125146e-01
  3.390000000000000e+00, -4.189509753968984e-01,  1.192010137989996e-02, -7.442234225957525e-02,  3.028828542914624e-01, -2.609959269603662e-01,  1.567481882939867e-01
  3.400000000000000e+00, -4.147741318437874e-01,  2.371522759235511e-02, -7.568474535748167e-02,  3.294295393934125e-01, -2.442353907193650e-01,  1.419832993511771e-01
  3.410000000000000e+00, -4.086090288420468e-01,  3.491974840738887e-02, -7.793584917245741e-02,  3.589251172637999e-01, -2.233816639471439e-01,  1.271195804932137e-01
  3.420000000000000e+00, -4.002740052592265e-01,  4.515408245903418e-02, -8.104494329015817e-02,  3.916148776304275e-01, -1.983284761615622e-01,  1.116585399586564e-01
  3.430000000000000e+00, -3.895638083237217e-01,  5.415999127924542e-02, -8.478259478862163e-02,  4.276985825638593e-01, -1.691327501235529e-01,  9.511728100754524e-02
  3.440000000000000e+00, -3.762832192932011e-01,  6.183270450023648e-02, -8.883707746989264e-02,  4.672844611593530e-01, -1.360747809050312e-01,  7.715750891103557e-02
  3.450000000000000e+00, -3.602965309071751e-01,  6.823195857695685e-02, -9.284326788384033e-02,  5.103441767705924e-01, -9.972371682634443e-02,  5.772390489861861e-02
  3.460000000000000e+00, -3.415755457128583e-01,  7.356013856601207e-02, -9.642994677607912e-02,  5.566841979285803e-01, -6.098969208545649e-02,  3.716337653961077e-02
  3.470000000000000e+00, -3.202260031528136e-01,  7.810898841270308e-02, -9.927686779464800e-02,  6.059446087343601e-01, -2.113469544596386e-02,  1.627571158068773e-02
  3.480000000000000e+00, -2.964847037774726e-01,  8.218963713770400e-02, -1.011638836037737e-01,  6.576215710993746e-01,  1.828438470239346e-02, -3.743769867143155e-03
  3.490000000000000e+00, -2.706915947333420e-01,  8.606776113347614e-02, -1.019976443069631e-01,  7.111018232017010e-01,  5.554854030045092e-02, -2.147333579154464e-02
