Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos
  2.880000000000000e+00, -4.141360917030630e-01,  1.532312234677091e-02,  4.710165578232897e-03,  5.619986980848616e-01, -1.745100394910030e-02, -3.288362365717000e-02
  2.890000000000000e+00, -3.963366119862775e-01,  2.522823373313798e-02,  2.278955827070349e-03,  6.116695520538585e-01,  2.196615803029767e-02, -5.012896777698251e-02
  2.900000000000000e+00, -3.751113955250545e-01,  3.457739756144274e-02, -4.044708537742275e-04,  6.650261512201090e-01,  5.934396183989955e-02, -6.401839013152906e-02
  2.910000000000000e+00, -3.506656717954341e-01,  4.337816137019468e-02, -3.438329335463371e-03,  7.214197459571631e-01,  9.295808966891816e-02, -7.365939001273364e-02
  2.920000000000000e+00, -3.234126538008651e-01,  5.156748604744488e-02, -6.910094474337914e-03,  7.799958549952122e-01,  1.212907029659288e-01, -7.833051716136584e-02
  2.930000000000000e+00, -2.939110503025703e-01,  5.900624529141774e-02, -1.084930482289863e-02,  8.397722446008988e-01,  1.431838269472817e-01, -7.756068657749057e-02
  2.940000000000000e+00, -2.627628068148380e-01,  6.550126251058686e-02, -1.519548245724373e-02,  8.997314059021061e-01,  1.579342298722616e-01, -7.116207462391645e-02
  2.950000000000000e+00, -2.305387646023761e-01,  7.084025522410387e-02, -1.979595597621763e-02,  9.588883017883254e-01,  1.653534853913813e-01, -5.923837692905529e-02
  2.960000000000000e+00, -1.977196258970092e-01,  7.483698790708826e-02, -2.442775158652313e-02,  1.016332651983612e+00,  1.657806698007448e-01, -4.220022172639487e-02
  2.970000000000000e+00, -1.646705262163882e-01,  7.737226500797045e-02, -2.883804903867079e-02,  1.071247541586039e+00,  1.600274455852603e-01, -2.077335617442171e-02
  2.980000000000000e+00, -1.316467467158939e-01,  7.841581407864173e-02, -3.278995548078876e-02,  1.122917034328142e+00,  1.492471762790691e-01,  4.025252172620957e-03
  2.990000000000000e+00, -9.882104016738623e-02,  7.802613482734477e-02, -3.609604535877364e-02,  1.170731644745145e+00,  1.347543263352101e-01,  3.095335650714573e-02
  3.000000000000000e+00, -6.631550241811204e-02,  7.633706359827919e-02, -3.863149437152093e-02,  1.214193914184579e+00,  1.178424648419493e-01,  5.864930375831577e-02
  3.010000000000000e+00, -3.422603555213832e-02,  7.353881779472626e-02, -4.033112975285946e-02,  1.252920227592691e+00,  9.964573065532922e-02,  8.576315563913967e-02
  3.020000000000000e+00, -2.637009282392260e-03,  6.985724158663298e-02, -4.117983729091149e-02,  1.286634396983386e+00,  8.106617847398977e-02,  1.110843387229921e-01
  3.030000000000000e+00,  2.836964959109880e-02,  6.553382184827750e-02, -4.120127494809802e-02,  1.315152160640704e+00,  6.276564658280138e-02,  1.336408100893473e-01
  3.040000000000000e+00,  5.870362527518437e-02,  6.080775263359151e-02, -4.044286244260598e-02,  1.338359099575544e+00,  4.520352460771382e-02,  1.527616082929133e-01
  3.050000000000000e+00,  8.825601502143739e-02,  5.589956789781270e-02, -3.895986005405964e-02,  1.356188393665744e+00,  2.869200833355636e-02,  1.681069850203060e-01
